ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
120,3,61.0,7577,1,1,1,1,1,1,1,NridgHt,1,1,1,2,6,5,2005,2006,2,1,3,3,0,256.0,4,3,2,4,3,3,5,20.0,1,0.0,1342.0,1362.0,1,5,1,2,1362,0,0,1362,0.0,0.0,2,0,2,1,4,6,2,1,4,5,2005.0,2,2.0,460.0,3,3,2,192,28,0,0,0,0,0,0,0,0,6,2007,WD ,194700
20,2,62.0,7500,1,0,2,1,1,2,1,1,1,1,1,2,7,5,2007,2008,2,1,0,CmentBd,0,210.0,4,3,2,4,3,1,6,902.0,1,0.0,316.0,1218.0,1,5,1,2,1218,0,0,1218,1.0,0.0,2,0,2,1,4,6,2,0,0,5,2008.0,3,2.0,462.0,3,3,2,168,168,0,0,0,0,0,0,0,0,4,2008,0,230348
30,2,51.0,6120,1,1,2,1,1,2,1,0,0,1,1,2,6,5,1923,1950,2,1,1,1,2,0.0,3,3,1,2,2,1,5,960.0,1,0.0,164.0,1124.0,1,3,1,2,1068,0,0,1068,1.0,0.0,1,0,2,1,3,5,2,1,4,1,1923.0,1,1.0,288.0,3,3,2,0,0,128,0,0,0,0,0,0,0,3,2010,WD ,109500
20,3,69.0,23580,1,1,1,1,1,2,0,0,1,1,1,2,6,6,1979,1979,2,1,1,1,2,0.0,3,3,2,4,3,4,6,776.0,1,0.0,849.0,1625.0,1,3,1,2,1625,0,0,1625,0.0,1.0,2,0,3,1,2,6,2,1,3,5,1979.0,3,2.0,576.0,3,3,2,136,28,0,0,0,0,0,0,0,0,9,2006,WD ,242500
160,3,44.0,5306,1,1,1,1,1,2,1,1,1,1,1,2,7,7,1987,1987,2,1,2,2,2,0.0,4,4,2,4,4,1,6,495.0,3,215.0,354.0,1064.0,1,4,1,2,1064,703,0,1767,1.0,0.0,2,0,2,1,4,5,2,1,3,5,1987.0,2,2.0,504.0,4,3,2,441,35,0,0,0,0,0,0,0,0,6,2006,WD ,239000
20,3,70.0,8092,1,1,2,1,1,2,1,0,1,1,1,2,6,8,1954,2000,1,1,1,1,1,176.0,3,4,2,3,3,1,5,824.0,1,0.0,226.0,1050.0,1,5,1,2,1050,0,0,1050,1.0,0.0,1,0,3,1,4,6,2,0,0,5,1954.0,2,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2006,WD ,156000
20,3,77.0,8593,1,1,1,1,1,2,1,0,1,1,1,2,4,6,1957,1957,1,1,2,2,2,0.0,3,3,2,3,3,1,3,288.0,1,0.0,619.0,907.0,1,5,1,2,907,0,0,907,0.0,0.0,1,0,3,1,3,5,2,0,0,1,1964.0,1,1.0,352.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2008,WD ,109008
50,2,64.0,11067,1,1,2,1,1,1,1,0,1,1,1,1,2,4,1939,1950,2,1,2,2,2,0.0,3,3,1,0,0,1,0,0.0,0,0.0,0.0,0.0,1,5,1,2,640,0,205,845,0.0,0.0,1,0,1,1,3,4,0,0,0,1,1950.0,1,1.0,256.0,3,2,0,48,0,0,0,0,0,0,0,0,0,3,2007,WD ,68104
60,3,68.0,11929,1,1,1,1,1,1,1,2,1,1,1,2,8,7,1995,1995,2,1,3,3,1,466.0,4,3,2,4,3,3,1,0.0,1,0.0,1242.0,1242.0,1,5,1,2,1251,1250,0,2501,0.0,0.0,2,1,4,1,4,9,2,1,3,5,1995.0,2,3.0,751.0,3,3,2,192,87,0,0,0,0,0,0,0,0,6,2008,WD ,290000
20,3,90.0,9900,1,1,2,1,1,1,1,0,1,1,1,2,5,5,1966,1966,1,1,2,2,2,0.0,3,3,2,4,3,1,4,1059.0,1,0.0,150.0,1209.0,1,4,1,2,1209,0,0,1209,1.0,0.0,1,0,3,1,3,6,2,0,0,5,1966.0,2,2.0,504.0,3,3,2,0,0,120,0,0,0,0,0,0,0,4,2010,0,159000
70,3,50.0,4882,1,1,1,0,1,2,0,0,0,0,1,2,4,7,1937,1950,2,1,2,2,2,0.0,3,3,2,3,3,1,3,120.0,1,0.0,228.0,348.0,1,3,1,2,453,453,0,906,0.0,0.0,1,0,2,1,3,5,2,0,0,4,1937.0,1,1.0,231.0,2,3,2,0,0,0,0,0,0,0,0,0,0,9,2008,WD ,87000
20,3,68.0,11423,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2001,2002,2,1,3,3,1,479.0,4,3,2,4,3,3,6,1358.0,1,0.0,223.0,1581.0,1,5,1,2,1601,0,0,1601,1.0,0.0,2,0,3,1,4,6,2,1,3,5,2001.0,2,2.0,670.0,3,3,2,180,0,0,0,0,0,0,3,1,2000,5,2010,WD ,272000
20,3,65.0,8772,1,1,2,1,1,0,1,1,1,1,1,2,7,5,2005,2006,2,1,3,3,2,0.0,4,3,2,4,3,2,6,996.0,1,0.0,340.0,1336.0,1,5,1,2,1336,0,0,1336,1.0,0.0,2,0,3,1,4,6,2,0,0,5,2005.0,1,2.0,502.0,3,3,2,136,43,0,0,0,0,0,0,0,0,9,2006,0,198000
50,2,63.0,7628,1,1,2,1,1,2,1,0,1,1,1,1,4,6,1940,1985,2,1,2,2,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,801.0,801.0,1,4,1,1,1095,561,0,1656,0.0,0.0,2,0,2,1,3,8,1,0,0,1,1958.0,1,2.0,440.0,3,3,2,187,0,0,0,0,0,0,0,0,0,5,2008,WD ,119164
20,3,77.0,8335,1,1,2,1,1,1,1,0,1,1,1,2,5,5,1954,1954,2,1,1,1,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,1,4,1,2,1124,0,0,1124,0.0,0.0,1,0,3,1,3,5,1,1,4,0,1980.0,0,0.0,0.0,0,0,0,0,36,190,0,0,0,0,0,0,0,4,2006,WD ,93000
60,3,71.0,8220,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2000,2001,2,1,3,3,1,647.0,4,3,2,4,3,3,6,544.0,1,0.0,438.0,982.0,1,5,1,2,1008,884,0,1892,0.0,0.0,2,1,3,1,3,8,2,1,3,5,2000.0,2,2.0,431.0,3,3,2,108,0,0,0,0,0,0,0,0,0,7,2008,WD ,226750
190,3,107.0,10615,1,1,1,0,1,1,0,0,0,0,0,2,3,5,1900,1970,2,1,2,2,2,0.0,3,3,2,2,3,2,4,440.0,1,0.0,538.0,978.0,1,3,1,2,1014,685,0,1699,1.0,0.0,2,0,3,2,3,7,2,0,0,2,1920.0,1,2.0,420.0,2,2,2,0,74,0,0,0,0,0,0,0,0,8,2009,WD ,95000
50,2,50.0,6000,1,1,2,1,1,2,1,0,1,1,1,1,6,7,1948,1950,2,1,1,1,2,0.0,3,3,2,3,3,1,3,300.0,1,0.0,480.0,780.0,1,3,1,2,780,636,0,1416,0.0,0.0,1,1,3,1,3,6,2,0,0,1,1948.0,1,1.0,312.0,3,3,1,221,0,48,0,0,0,0,0,0,0,3,2010,WD ,139900
30,3,55.0,5350,1,1,1,1,1,2,1,0,1,1,1,2,3,2,1940,1966,2,1,1,1,2,0.0,3,1,2,3,3,1,1,0.0,1,0.0,728.0,728.0,1,5,1,2,1306,0,0,1306,0.0,0.0,1,0,3,1,2,6,1,0,0,0,1980.0,0,0.0,0.0,0,0,2,263,0,0,0,0,0,0,2,1,450,5,2010,WD ,76500
30,3,60.0,5400,1,1,2,1,1,1,1,0,1,1,1,2,4,7,1940,2005,0,1,3,3,2,0.0,4,3,2,3,3,1,1,0.0,1,0.0,672.0,672.0,1,4,1,2,672,0,0,672,0.0,0.0,1,0,2,1,3,4,2,0,0,1,1997.0,1,1.0,308.0,3,3,0,88,108,0,0,0,0,0,0,0,0,7,2008,WD ,86900
20,3,68.0,17979,1,1,1,1,1,1,1,0,1,1,1,2,5,6,1968,1968,2,1,1,1,2,0.0,3,4,2,3,3,1,5,785.0,1,0.0,328.0,1113.0,1,5,1,2,1160,0,0,1160,1.0,0.0,1,0,3,1,4,6,2,0,0,5,1968.0,1,1.0,257.0,3,3,2,81,0,0,0,0,0,0,2,1,500,2,2008,WD ,152500
20,3,68.0,9520,1,1,2,0,1,2,0,0,1,1,1,2,4,5,1953,1953,2,1,2,2,0,115.0,3,3,2,4,3,1,3,767.0,1,0.0,144.0,911.0,1,3,1,2,930,0,0,930,0.0,0.0,1,0,2,1,3,5,2,0,0,5,1953.0,2,1.0,286.0,3,3,2,134,0,0,0,0,0,0,3,1,3000,5,2008,WD ,99000
30,3,50.0,5330,1,1,2,0,1,2,1,0,1,1,1,2,4,7,1940,1950,1,1,3,3,2,0.0,2,3,2,3,3,1,2,280.0,1,0.0,140.0,420.0,1,4,1,2,708,0,0,708,0.0,0.0,1,0,2,1,2,5,2,0,0,0,1980.0,0,0.0,0.0,0,0,2,164,0,0,0,0,0,0,0,0,0,12,2009,WD ,82500
120,3,50.0,8012,1,1,2,1,1,2,1,0,1,1,1,2,6,5,1992,1992,2,1,1,0,2,0.0,4,3,2,4,3,1,6,430.0,1,0.0,1145.0,1575.0,1,4,1,2,1575,0,0,1575,1.0,0.0,2,0,2,1,4,5,2,0,0,5,1992.0,2,2.0,529.0,3,3,2,0,0,52,0,0,0,0,0,0,0,7,2007,WD ,179200
20,3,75.0,9000,1,1,2,1,1,1,1,0,1,1,1,2,5,6,1966,1966,2,1,1,1,2,0.0,3,3,2,3,3,1,5,773.0,1,0.0,286.0,1059.0,1,4,1,2,1059,0,0,1059,1.0,0.0,1,0,3,1,3,6,2,0,0,5,1966.0,3,1.0,286.0,3,3,2,0,88,0,0,0,0,0,2,0,0,6,2006,WD ,142500
20,3,62.0,14299,1,1,2,1,1,2,1,0,0,1,1,2,4,3,1964,1964,2,1,2,2,2,0.0,3,3,2,3,3,1,3,513.0,2,144.0,348.0,1005.0,1,3,1,2,1005,0,0,1005,1.0,0.0,1,0,3,1,3,5,2,0,0,1,1964.0,1,2.0,440.0,3,3,0,0,0,0,0,0,0,0,3,0,0,7,2007,WD ,115400
60,2,68.0,7050,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2001,2001,2,1,3,3,2,0.0,4,3,2,4,3,1,6,738.0,1,0.0,319.0,1057.0,1,5,1,2,1057,872,0,1929,1.0,0.0,2,1,3,1,4,7,2,1,3,5,2001.0,3,2.0,650.0,3,3,2,0,235,0,0,0,0,0,0,0,0,5,2007,WD ,226000
160,2,30.0,3180,1,0,2,1,1,2,1,1,1,1,1,2,7,5,2005,2005,2,1,2,2,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,600.0,600.0,1,5,1,2,520,600,80,1200,0.0,0.0,2,1,2,1,4,4,2,0,0,1,2005.0,2,2.0,480.0,3,3,2,0,166,0,0,0,0,0,0,0,0,4,2006,WD ,144152
60,3,112.0,16451,1,1,1,1,1,1,1,NridgHt,1,1,1,2,8,5,2003,2003,2,1,3,3,1,221.0,4,3,2,5,3,4,1,0.0,1,0.0,1765.0,1765.0,1,5,1,2,1804,886,0,2690,0.0,0.0,2,1,4,1,4,9,2,1,4,3,2003.0,3,3.0,795.0,3,3,2,268,58,0,0,0,0,0,0,0,0,7,2008,WD ,370000
20,3,76.0,12887,1,1,2,1,1,2,1,0,1,1,1,2,5,7,1984,1984,2,1,3,3,2,0.0,3,3,2,4,3,2,3,207.0,6,590.0,36.0,833.0,1,3,1,2,833,0,0,833,1.0,0.0,1,0,2,1,4,5,2,0,0,5,1984.0,1,2.0,495.0,3,3,2,431,0,0,0,0,0,0,3,0,0,4,2010,WD ,149900
60,3,105.0,15578,1,1,1,1,1,1,1,1,1,1,1,2,6,5,2006,2006,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,728.0,728.0,1,4,1,2,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,2,0,0,5,2006.0,2,2.0,429.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2006,0,172785
20,3,60.0,7200,1,1,2,1,1,2,1,0,1,1,1,2,5,8,1950,2002,2,1,3,3,2,0.0,3,3,2,3,3,1,5,398.0,4,149.0,317.0,864.0,1,4,1,2,864,0,0,864,1.0,0.0,1,0,3,1,4,5,2,0,0,1,1980.0,2,2.0,720.0,3,3,2,194,0,0,0,0,0,0,0,0,0,7,2007,WD ,129000
20,3,48.0,17043,1,1,1,1,1,1,1,1,1,1,1,2,6,5,1979,1998,2,1,2,2,2,0.0,3,4,2,4,2,1,1,0.0,1,0.0,1362.0,1362.0,1,3,1,2,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,2,1,3,5,1979.0,1,2.0,435.0,3,3,2,192,0,0,0,0,0,0,0,0,0,1,2009,WD ,181000
80,3,125.0,10000,1,1,2,1,1,1,1,0,1,1,1,0,5,6,1956,1956,1,1,1,1,1,272.0,3,3,2,3,3,3,4,678.0,3,281.0,99.0,1058.0,1,5,1,2,1370,0,0,1370,1.0,0.0,1,0,3,1,3,6,2,1,3,4,1956.0,2,1.0,300.0,3,3,2,191,0,0,0,120,0,0,3,0,0,2,2006,WD ,148000
20,3,75.0,8050,1,1,2,1,1,2,1,0,1,1,1,2,6,5,2002,2002,2,1,3,3,2,0.0,3,3,2,4,3,3,6,475.0,5,297.0,142.0,914.0,1,5,1,2,914,0,0,914,1.0,0.0,1,0,2,1,4,4,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,2006,WD ,117250
120,3,43.0,3182,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2006,2,1,3,3,1,16.0,4,3,2,4,3,3,6,16.0,1,0.0,1357.0,1373.0,1,5,1,2,1555,0,0,1555,0.0,0.0,2,0,2,1,4,7,2,1,3,5,2005.0,3,2.0,430.0,3,3,2,143,20,0,0,0,0,0,0,0,0,5,2009,WD ,192500
160,2,24.0,1950,1,1,2,1,1,2,1,1,1,1,0,2,6,6,1980,1980,2,1,2,2,2,0.0,3,4,2,4,3,1,2,81.0,6,612.0,23.0,716.0,1,3,1,2,716,840,0,1556,1.0,0.0,2,1,3,1,3,6,2,1,3,5,1980.0,3,2.0,452.0,3,3,2,161,0,0,0,0,0,0,4,0,0,7,2008,0,151000
20,3,70.0,7700,1,1,2,1,1,1,1,1,1,1,1,2,5,5,1972,1972,2,1,3,3,2,0.0,3,3,2,3,3,1,2,138.0,3,468.0,276.0,882.0,1,3,1,2,882,0,0,882,1.0,0.0,1,0,3,1,3,5,2,0,0,1,1980.0,1,2.0,461.0,3,3,2,96,0,0,0,0,0,0,3,0,0,3,2007,WD ,112500
30,3,98.0,8731,1,1,1,1,1,2,1,0,1,1,1,2,5,5,1920,1950,2,1,0,0,2,0.0,3,2,1,3,3,1,4,645.0,1,0.0,270.0,915.0,1,3,1,2,1167,0,0,1167,0.0,0.0,1,0,3,1,3,6,0,1,4,1,1972.0,1,2.0,495.0,3,3,2,0,0,216,0,126,0,0,0,0,0,5,2007,WD ,144000
120,3,89.0,8232,1,1,1,1,1,2,1,NridgHt,1,1,1,2,9,5,2007,2008,1,1,2,2,1,714.0,5,3,2,5,3,1,6,1204.0,1,0.0,596.0,1800.0,1,5,1,2,1800,0,0,1800,1.0,0.0,2,0,2,1,5,6,2,1,4,5,2008.0,2,3.0,944.0,3,3,2,210,0,0,0,0,0,0,0,0,0,6,2008,0,370967
160,3,24.0,2280,1,1,2,1,1,0,1,1,1,1,0,2,6,6,1975,1975,2,1,1,Brk Cmn,2,0.0,3,3,2,3,3,1,5,514.0,1,0.0,341.0,855.0,1,3,1,2,855,601,0,1456,0.0,0.0,2,1,3,1,4,6,2,1,3,5,1975.0,1,2.0,440.0,3,3,2,173,0,0,0,0,0,0,0,0,0,6,2010,WD ,149900
60,3,68.0,8935,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2002,2002,2,1,3,3,1,95.0,4,3,2,4,3,1,1,0.0,1,0.0,831.0,831.0,1,5,1,2,831,829,0,1660,0.0,0.0,2,1,3,1,4,7,2,0,0,5,2002.0,2,2.0,493.0,3,3,2,144,68,0,0,0,0,0,0,0,0,7,2009,WD ,195000
80,3,68.0,9125,1,1,1,1,1,2,1,1,1,1,1,0,7,5,1992,1992,2,1,2,2,1,170.0,3,3,2,4,3,1,1,0.0,1,0.0,384.0,384.0,1,4,1,2,812,670,0,1482,0.0,0.0,2,1,3,1,4,7,2,1,3,5,1992.0,3,2.0,392.0,3,3,2,100,25,0,0,0,0,0,0,0,0,7,2007,WD ,163900
20,3,68.0,11075,1,1,2,1,1,1,1,1,1,1,1,2,6,5,1984,1984,1,1,1,1,1,136.0,3,3,2,4,3,1,4,299.0,2,891.0,0.0,1190.0,1,5,1,2,1522,0,0,1522,0.0,0.0,2,0,3,1,3,7,2,1,3,5,1984.0,3,2.0,552.0,3,3,2,0,77,0,0,168,0,0,4,0,0,2,2007,WD ,182000
20,3,113.0,13438,1,1,1,0,1,1,1,1,1,1,1,2,9,5,2008,2008,2,1,0,CmentBd,0,246.0,5,3,2,5,3,4,6,1758.0,1,0.0,432.0,2190.0,1,5,1,2,2036,0,0,2036,1.0,0.0,2,0,3,1,5,9,2,1,5,5,2008.0,3,3.0,780.0,3,3,2,90,154,0,0,0,0,0,0,0,0,7,2009,WD ,410000
20,3,82.0,11070,1,1,2,1,1,2,1,0,1,1,1,2,5,5,1991,1991,2,1,2,2,2,0.0,3,3,2,4,3,1,4,55.0,1,0.0,1527.0,1582.0,1,3,1,2,1595,0,0,1595,1.0,0.0,2,0,2,1,3,5,2,0,0,1,1991.0,1,2.0,672.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2009,0,152000
60,3,65.0,7800,1,1,2,1,1,2,1,0,1,1,1,2,7,5,2005,2005,2,1,3,3,1,172.0,4,3,2,4,3,1,1,0.0,1,0.0,891.0,891.0,1,5,1,2,891,795,0,1686,0.0,0.0,2,1,3,1,4,8,2,0,0,5,2005.0,3,2.0,462.0,3,3,2,144,101,0,0,0,0,0,0,0,0,4,2006,WD ,184000
90,2,78.0,7060,1,1,2,1,1,2,1,0,1,1,0,0,7,5,1997,1998,2,1,3,3,1,200.0,3,4,2,4,4,4,6,1309.0,1,0.0,35.0,1344.0,1,5,1,2,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,2,0,0,5,1997.0,3,4.0,784.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,WD ,206300
90,3,68.0,11836,1,1,1,1,1,1,1,0,1,1,0,2,5,5,1970,1970,2,1,1,1,2,0.0,3,3,2,3,3,1,4,149.0,1,0.0,1503.0,1652.0,1,3,1,2,1652,0,0,1652,0.0,0.0,2,0,4,2,3,8,2,0,0,6,1970.0,1,3.0,928.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2006,WD ,146500
50,3,60.0,8382,1,1,2,1,1,2,1,0,1,1,1,1,4,5,1956,1956,2,1,2,2,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,832.0,832.0,1,3,1,1,832,505,0,1337,0.0,0.0,1,0,3,1,3,5,2,0,0,5,1956.0,1,1.0,263.0,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2010,WD ,108000
80,3,102.0,10192,1,1,1,1,1,2,1,1,1,1,1,0,7,6,1968,1992,2,1,2,2,1,143.0,3,3,2,3,3,1,1,0.0,1,0.0,570.0,570.0,1,4,1,2,1222,698,0,1920,0.0,0.0,3,0,4,1,4,8,2,1,3,5,1968.0,2,2.0,487.0,3,3,2,0,98,0,0,0,0,0,4,0,0,9,2006,WD ,170000
120,2,68.0,4426,1,1,2,1,1,2,1,1,1,1,1,2,6,5,2004,2004,2,1,3,3,1,205.0,4,3,2,4,3,2,6,662.0,1,0.0,186.0,848.0,1,5,1,2,848,0,0,848,1.0,0.0,1,0,1,1,4,3,2,0,0,5,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,0,0,2,2008,WD ,145000
120,3,24.0,2280,1,1,2,1,1,0,1,1,1,1,0,2,7,5,1975,1975,2,1,1,Brk Cmn,2,0.0,3,3,2,4,3,1,5,435.0,2,622.0,0.0,1057.0,1,3,1,2,1055,0,0,1055,0.0,1.0,2,0,2,1,3,4,2,1,2,5,1975.0,2,2.0,440.0,3,3,2,0,27,0,0,0,0,0,0,0,0,8,2009,WD ,123000
120,3,68.0,2887,1,1,2,0,1,2,1,1,1,1,1,2,6,5,1996,1997,2,1,1,1,2,0.0,3,3,2,4,3,2,6,1003.0,1,0.0,288.0,1291.0,1,5,1,2,1291,0,0,1291,1.0,0.0,1,0,2,1,4,6,2,1,4,5,1996.0,1,2.0,431.0,3,3,2,307,0,0,0,0,0,0,0,0,0,11,2008,WD ,173000
30,2,60.0,8520,1,1,2,1,1,2,1,0,1,1,1,2,6,8,1928,2003,2,1,3,3,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,624.0,624.0,1,4,1,2,720,0,0,720,0.0,0.0,1,0,2,1,3,5,2,0,0,1,2005.0,1,2.0,484.0,3,3,2,106,0,0,0,0,0,0,0,0,0,5,2010,WD ,105900
180,2,21.0,1596,1,1,2,1,1,2,1,0,1,1,0,0,4,5,1973,1973,2,1,0,CmentBd,2,0.0,3,3,2,4,3,4,6,462.0,1,0.0,0.0,462.0,1,3,1,2,526,462,0,988,1.0,0.0,1,0,2,1,3,5,2,0,0,3,1973.0,1,1.0,297.0,3,3,2,120,101,0,0,0,0,0,2,0,0,11,2009,WD ,91000
50,3,78.0,15600,1,1,2,0,1,2,1,0,1,1,1,1,5,7,1949,2005,2,1,0,Brk Cmn,2,0.0,3,3,1,3,3,1,4,312.0,3,507.0,248.0,1067.0,0,2,0,2,986,537,0,1523,1.0,0.0,2,0,3,1,2,7,0,1,3,5,1949.0,1,1.0,295.0,3,3,2,0,0,81,0,0,0,0,0,0,0,10,2009,WD ,158000
60,3,65.0,9313,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2004,2004,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,864.0,864.0,1,5,1,2,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,2,0,0,5,2004.0,2,2.0,572.0,3,3,2,187,56,0,0,0,0,0,0,0,0,4,2009,WD ,190000
120,3,22.0,11064,1,1,0,1,1,1,1,1,1,1,1,2,8,5,1995,1995,1,1,0,0,2,0.0,4,3,2,4,3,4,2,560.0,6,670.0,0.0,1230.0,1,5,1,2,1239,0,0,1239,1.0,0.0,1,1,1,1,4,4,2,1,2,5,1995.0,3,2.0,477.0,3,3,2,172,24,0,0,0,0,0,0,0,0,8,2008,WD ,217500
50,2,75.0,9000,1,1,2,1,1,2,1,0,1,1,1,1,5,5,1958,1958,2,1,0,Wd Shng,1,162.0,3,3,2,3,3,1,5,330.0,1,0.0,821.0,1151.0,1,4,1,1,1151,804,0,1955,0.0,0.0,2,0,4,1,3,7,2,0,0,5,1958.0,3,1.0,356.0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2008,WD ,165500
70,3,75.0,12000,1,1,2,0,1,2,1,0,1,1,1,2,7,7,1941,1950,2,1,2,2,2,0.0,3,3,2,3,3,1,3,275.0,1,0.0,429.0,704.0,1,5,1,2,860,704,0,1564,0.0,0.0,1,1,3,1,2,7,2,1,4,5,1941.0,1,1.0,234.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2009,WD ,174500
80,3,62.0,7692,1,1,2,0,1,2,0,0,1,1,1,0,4,6,1954,1954,2,1,1,1,2,0.0,3,3,2,5,3,3,1,0.0,1,0.0,416.0,416.0,1,4,1,1,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,2,0,0,4,1954.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,WD ,100000
20,3,81.0,14267,1,1,1,1,1,1,1,0,1,1,1,2,6,6,1958,1958,1,1,1,1,1,108.0,3,3,2,3,3,1,5,923.0,1,0.0,406.0,1329.0,1,3,1,2,1329,0,0,1329,0.0,0.0,1,1,3,1,4,6,2,0,0,5,1958.0,1,1.0,312.0,3,3,2,393,36,0,0,0,0,0,0,1,12500,6,2010,WD ,172000
20,3,75.0,9675,1,1,2,1,1,1,1,1,1,1,1,2,5,6,1975,1975,1,1,2,2,2,0.0,3,3,2,3,3,1,4,330.0,3,432.0,102.0,864.0,1,3,1,2,879,0,0,879,0.0,0.0,1,0,3,1,3,5,2,0,0,5,1975.0,1,2.0,440.0,3,3,2,0,80,0,0,0,0,0,0,0,0,9,2007,0,120000
20,1,60.0,8400,1,1,2,1,1,2,1,0,0,1,1,2,4,4,1950,1950,2,1,1,0,2,0.0,2,2,2,3,2,1,1,0.0,1,0.0,721.0,721.0,1,4,1,2,841,0,0,841,0.0,0.0,1,0,2,1,3,4,2,0,0,2,1950.0,1,1.0,294.0,3,3,0,250,0,24,0,0,0,0,0,0,0,9,2009,WD ,82000
50,3,50.0,7500,1,1,2,1,1,2,1,0,1,1,1,1,6,6,1947,1950,2,1,3,3,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,784.0,784.0,1,5,1,1,900,412,0,1312,0.0,0.0,1,1,3,1,3,6,2,0,0,1,1953.0,1,2.0,649.0,3,3,2,0,28,0,0,0,0,0,0,0,0,10,2006,WD ,127000
75,2,60.0,9600,1,0,2,1,1,2,1,0,1,1,1,0,6,5,1917,1950,2,1,0,0,2,0.0,3,3,1,4,3,1,3,319.0,1,0.0,416.0,735.0,0,2,0,2,1134,924,0,2058,0.0,0.0,1,1,3,1,3,8,2,1,4,1,1950.0,1,2.0,396.0,2,2,1,0,0,259,0,0,0,0,0,0,0,4,2008,WD ,129500
120,3,68.0,5814,1,1,1,1,1,1,1,1,1,1,1,2,8,5,1984,1984,2,1,2,2,2,0.0,4,3,2,4,3,3,6,1036.0,1,0.0,184.0,1220.0,1,4,1,2,1360,0,0,1360,1.0,0.0,1,0,1,1,4,4,2,1,5,5,1984.0,2,2.0,565.0,3,3,2,63,0,0,0,0,0,0,0,0,0,8,2009,0,187500
20,3,68.0,14860,1,1,0,1,1,1,1,1,1,1,1,2,8,5,2002,2003,1,1,3,3,1,240.0,4,3,2,5,3,4,6,1538.0,1,0.0,240.0,1778.0,1,5,1,2,1786,0,0,1786,1.0,0.0,2,0,3,1,4,6,2,1,4,5,2002.0,2,3.0,715.0,3,3,2,182,35,0,0,0,0,0,0,0,0,6,2008,WD ,300000
60,3,68.0,14803,1,1,1,1,1,1,1,1,1,1,1,2,6,5,1971,1971,2,1,2,2,1,252.0,3,3,2,3,3,1,3,416.0,1,0.0,409.0,825.0,1,4,1,2,1097,896,0,1993,0.0,0.0,2,1,4,1,3,8,2,1,4,5,1971.0,2,2.0,495.0,3,3,2,0,66,0,0,0,0,0,2,0,0,6,2006,WD ,190000
