,lot_area,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,total_sf,saleprice
507,10457,1,5,7,41,41,4,5,3,3,784.0,1,5,784,848,1,1,4,1,3,7,0,1,0,0,0,0,0,0,2416.0,173000
508,8281,1,5,5,45,45,3,3,3,3,864.0,1,4,864,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1728.0,62383
509,14948,1,9,5,2,2,5,3,5,3,1452.0,1,5,1476,1237,2,1,3,1,5,11,0,1,0,0,0,0,0,0,4165.0,446261
510,7000,1,7,8,84,13,3,3,3,3,624.0,1,5,743,736,1,0,3,1,4,6,1,0,0,0,0,0,0,0,2103.0,160000
511,3940,1,7,5,6,6,4,3,4,3,1393.0,1,5,1576,0,2,0,2,1,4,7,0,1,0,0,0,0,0,0,2969.0,219990
512,9382,1,7,5,11,10,4,3,4,3,1468.0,1,5,1479,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2947.0,191000
513,6854,1,5,7,85,16,3,4,3,3,756.0,1,3,916,144,1,0,1,1,3,6,0,1,0,0,0,0,0,0,1816.0,136500
514,11515,1,4,5,52,16,3,3,0,0,0.0,1,3,943,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,943.0,80000
515,13837,1,7,5,22,22,4,4,4,4,1204.0,1,4,1377,806,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3387.0,229000
516,9938,1,7,5,17,16,4,3,4,3,1050.0,1,5,1062,887,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2999.0,236000
517,12633,1,10,5,4,3,5,3,5,3,1824.0,1,5,1824,0,2,0,3,1,5,8,0,0,1,0,0,0,0,0,3648.0,392000
518,6876,1,6,5,83,60,3,3,3,2,720.0,1,2,1146,784,2,0,4,1,3,8,0,1,0,0,0,0,0,0,2650.0,149000
519,3951,1,10,5,12,11,5,3,4,3,970.0,1,5,1469,924,2,1,2,1,5,7,0,1,0,0,0,0,0,0,3363.0,345000
520,9856,1,5,8,110,5,4,4,2,3,716.0,1,5,1007,1007,2,0,5,1,3,8,0,1,0,0,0,0,0,0,2730.0,169000
521,17808,1,4,5,64,60,3,3,3,3,484.0,1,3,1242,0,1,0,2,1,3,4,1,0,0,0,0,0,0,0,1726.0,109900
522,9627,1,7,5,17,16,3,3,4,3,996.0,1,5,996,1004,2,1,3,1,3,9,0,1,0,0,0,0,0,0,2996.0,188000
523,6000,1,6,6,71,60,3,2,3,3,780.0,1,5,825,587,1,0,4,1,3,6,0,1,0,0,0,0,0,0,2192.0,132500
524,9757,1,5,7,16,16,3,4,3,3,990.0,1,5,990,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1980.0,143000
525,9280,1,5,6,59,59,3,3,2,3,1342.0,1,5,1342,0,1,0,4,1,3,7,0,1,0,0,0,0,0,0,2684.0,125000
526,14780,1,9,5,5,5,5,3,5,3,1868.0,1,5,1868,0,2,0,2,1,5,7,0,1,0,0,0,0,0,0,3736.0,415000
527,7740,1,4,7,100,60,3,3,2,3,622.0,1,4,741,622,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1985.0,125500
528,9600,1,6,6,52,22,3,3,3,3,1240.0,1,4,1632,0,2,0,3,1,3,6,1,0,0,0,0,0,0,0,2872.0,139000
529,13478,1,10,5,2,2,5,3,5,3,1722.0,1,5,1728,568,2,1,3,1,5,10,0,1,0,0,0,0,0,0,4018.0,451950
530,10926,1,5,5,51,51,3,3,3,3,1678.0,1,3,1678,0,2,0,6,2,3,10,0,1,0,0,0,0,0,0,3356.0,119900
531,6853,1,8,5,9,8,4,3,5,3,1267.0,1,5,1296,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2563.0,220000
532,10667,1,6,6,39,39,3,3,3,3,1587.0,1,3,1587,0,2,0,3,1,3,7,0,1,0,0,0,0,0,0,3174.0,167300
533,8212,1,5,6,69,60,3,3,3,3,720.0,1,5,854,444,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2018.0,122000
534,9100,1,5,5,47,47,3,3,3,3,1728.0,1,3,1728,0,2,0,6,2,3,10,0,0,0,0,1,0,0,0,3456.0,125000
535,6000,1,5,6,53,53,3,3,3,3,928.0,1,4,928,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1856.0,112500
536,9316,1,7,5,5,4,4,3,4,3,879.0,1,5,879,916,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2674.0,191000
537,9464,1,6,7,52,52,3,4,3,3,1080.0,1,4,1080,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2160.0,136000
538,10400,1,7,5,12,12,3,3,4,3,866.0,1,5,866,913,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2645.0,197900
539,5310,1,6,8,100,7,3,4,3,2,485.0,1,4,1001,634,1,0,2,1,4,5,1,0,0,0,0,0,0,0,2120.0,117000
540,7406,1,7,5,4,4,4,3,4,3,1199.0,1,5,1220,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2419.0,194000
541,4538,1,9,5,9,9,4,3,5,3,1310.0,1,5,1310,0,1,1,1,1,4,5,0,1,0,0,0,0,0,0,2620.0,285000
542,10106,1,5,7,70,11,3,4,3,3,644.0,1,4,808,547,2,0,4,2,3,6,0,1,0,0,0,0,0,0,1999.0,127500
543,13346,1,7,5,18,10,4,3,4,3,1095.0,1,5,1166,1129,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3390.0,268000
544,9639,1,4,8,110,60,3,3,3,3,1075.0,1,5,1156,642,2,1,4,1,3,7,0,0,0,0,0,0,0,0,2873.0,137000
545,15387,1,7,7,43,43,3,3,3,3,1620.0,1,5,1620,0,2,0,4,1,4,8,0,1,0,0,0,0,0,0,3240.0,215000
546,10050,1,5,5,55,55,3,3,3,3,1216.0,1,3,1216,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2432.0,129500
547,6240,1,5,4,74,60,3,3,4,3,896.0,1,4,896,448,1,0,3,1,3,7,0,1,0,0,0,0,0,0,2240.0,115000
548,7506,1,5,8,85,60,3,4,3,3,747.0,1,3,747,412,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1906.0,114000
549,8900,1,4,4,44,44,3,3,3,3,1056.0,1,3,1056,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,2112.0,107000
550,8480,1,5,5,63,60,3,3,3,3,832.0,1,3,832,384,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2048.0,118500
551,6000,1,6,7,81,60,3,3,3,3,862.0,1,3,950,208,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2020.0,120000
552,8847,1,8,5,5,5,4,3,4,3,1538.0,1,5,1538,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3076.0,260000
553,8050,1,5,5,51,51,3,3,3,3,1143.0,1,3,1143,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2286.0,136000
554,8294,1,4,5,39,39,3,3,3,3,858.0,1,3,872,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1730.0,123000
555,7920,1,6,7,90,60,3,2,3,3,319.0,1,3,1035,371,1,0,3,1,2,6,0,0,0,0,0,0,0,0,1725.0,89500
556,18494,1,6,5,5,5,4,3,4,3,1324.0,1,5,1324,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2648.0,199500
557,7162,1,5,7,44,44,3,3,3,3,876.0,1,3,904,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1780.0,109900
558,10918,1,7,9,84,6,4,3,4,3,1276.0,1,5,1276,804,1,1,3,1,4,9,0,1,0,0,0,0,0,0,3356.0,234000
559,4435,1,6,5,6,6,4,3,4,3,848.0,1,5,848,0,1,0,1,1,4,3,0,1,0,0,0,0,0,0,1696.0,155900
560,11250,1,4,5,53,21,3,3,3,3,1104.0,1,5,1104,684,1,0,5,1,3,8,0,1,0,0,0,0,0,0,2892.0,161500
561,14375,0,6,6,52,52,3,3,3,3,819.0,1,4,1344,0,1,0,3,1,4,7,0,1,0,0,0,0,0,0,2163.0,137500
562,9045,1,5,3,100,60,3,2,3,3,840.0,0,2,1128,1128,2,0,4,2,2,12,0,1,0,0,0,0,0,0,3096.0,76500
563,10029,1,6,5,22,21,4,3,4,3,1151.0,1,3,1164,896,2,1,4,1,3,8,0,1,0,0,0,0,0,0,3211.0,211000
564,4060,1,6,5,12,11,4,3,4,3,1405.0,1,5,1337,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2742.0,181000
565,9020,1,6,7,44,44,3,3,3,3,1127.0,1,3,1165,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2292.0,174900
566,11777,1,5,6,44,44,3,3,3,3,1164.0,1,5,1320,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2484.0,164500
567,10171,1,7,5,6,6,4,3,4,3,1517.0,1,5,1535,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3052.0,214000
568,10400,1,7,6,30,22,3,3,4,3,738.0,1,3,1277,767,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2782.0,185000
569,6240,1,4,7,81,60,3,3,3,3,704.0,1,5,624,512,1,0,2,1,3,6,0,1,0,0,0,0,0,0,1840.0,123000
570,12150,1,6,6,31,31,3,3,4,3,1001.0,1,3,1299,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2300.0,183500
571,2645,1,8,5,11,10,4,3,4,3,776.0,1,5,764,677,2,1,2,1,4,5,0,1,0,0,0,0,0,0,2217.0,174000
572,22692,1,5,5,57,57,3,3,3,3,1073.0,1,3,1630,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2703.0,130000
573,9600,1,7,7,85,20,3,3,3,4,728.0,1,5,832,809,1,1,3,1,5,6,0,1,0,0,0,0,0,0,2369.0,178000
574,13830,1,5,5,13,12,3,3,4,3,928.0,1,4,928,701,2,1,3,1,3,6,0,1,0,0,0,0,0,0,2557.0,189900
575,4435,1,6,5,7,6,4,3,4,3,848.0,1,5,848,0,1,0,1,1,4,4,0,1,0,0,0,0,0,0,1696.0,144000
576,5890,1,6,8,80,3,4,4,3,3,816.0,1,5,816,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1632.0,120500
577,10859,1,5,5,16,15,3,3,4,3,1097.0,1,5,1097,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2194.0,145000
578,5330,1,8,5,10,10,4,3,4,3,1494.0,1,5,1652,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,3146.0,251000
579,10778,1,4,5,42,42,3,3,3,3,1768.0,1,3,1768,0,2,0,4,2,3,8,0,1,0,0,0,0,0,0,3536.0,136500
580,6845,1,4,5,55,55,3,3,0,0,0.0,1,3,1152,0,2,0,2,2,3,6,0,1,0,0,0,0,0,0,1152.0,82500
581,21780,0,2,4,100,60,2,2,0,0,0.0,1,3,810,0,1,0,1,1,3,4,0,1,0,0,0,0,0,0,810.0,57625
582,10307,1,7,5,3,2,4,3,4,3,1350.0,1,5,1358,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2708.0,212500
583,4500,1,6,5,12,12,3,3,5,3,1216.0,1,5,1216,0,2,0,2,1,3,5,0,1,0,0,0,0,0,0,2432.0,164000
584,9060,1,6,5,53,53,3,3,3,3,967.0,1,4,967,671,2,0,4,1,4,6,0,1,0,0,0,0,0,0,2605.0,139000
585,2160,1,7,5,11,10,4,3,4,3,600.0,1,5,624,628,2,1,2,1,4,4,0,1,0,0,0,0,0,0,1852.0,160000
586,7669,1,5,6,18,17,3,3,4,3,828.0,1,3,883,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1711.0,149000
587,9858,1,5,6,42,42,3,3,3,3,864.0,1,3,874,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1738.0,130000
588,10300,1,7,6,89,60,3,3,3,3,576.0,1,4,902,808,2,0,3,1,3,9,0,0,0,0,0,1,0,0,2286.0,140000
589,8125,1,8,5,2,1,4,3,4,3,1836.0,1,5,1836,0,2,0,3,1,4,8,0,1,0,0,0,0,0,0,3672.0,264500
590,14850,1,5,5,53,53,3,3,3,3,1092.0,1,3,1092,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2184.0,141000
591,4274,1,7,5,4,3,4,3,4,3,1241.0,1,5,1241,0,1,1,1,1,4,4,0,1,0,0,0,0,0,0,2482.0,199900
592,9650,1,6,5,33,33,3,3,4,3,1350.0,1,3,1334,0,2,0,2,1,3,6,0,1,0,0,0,0,0,0,2684.0,167900
593,14585,1,6,6,50,23,3,3,3,3,1144.0,1,5,1429,0,1,0,3,1,4,7,0,1,0,0,0,0,0,0,2573.0,181900
594,9000,1,8,5,2,2,4,3,4,3,1566.0,1,5,1566,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3132.0,262500
595,13774,1,7,7,33,18,3,4,4,3,908.0,1,5,1316,972,1,2,4,1,4,8,0,1,0,0,0,0,0,0,3196.0,230000
596,5119,1,9,5,11,10,4,3,5,3,1698.0,1,5,1709,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,3407.0,328900
597,9254,1,8,5,5,5,4,3,4,3,1721.0,1,5,1721,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3442.0,232698
598,10324,1,8,5,2,2,4,3,4,3,1254.0,1,5,1254,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2508.0,221800
599,8375,1,5,7,69,37,3,3,3,3,576.0,1,4,864,486,1,1,2,1,4,6,0,1,0,0,0,0,0,0,1926.0,152400
600,9750,1,7,5,10,9,4,3,4,3,1630.0,1,5,1630,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,3260.0,213000
601,7632,1,7,5,5,5,4,3,4,3,784.0,1,5,831,754,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2369.0,184900
602,15750,1,5,5,57,57,3,3,3,3,1165.0,1,3,1336,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,2501.0,157000
603,9240,1,5,6,48,8,3,3,3,3,864.0,1,4,1211,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2075.0,144000
604,10400,1,6,5,31,11,3,3,4,3,1259.0,1,5,1353,0,2,0,2,1,3,5,0,1,0,0,0,0,0,0,2612.0,192350
605,8800,1,7,6,44,44,3,3,3,3,1174.0,1,5,1200,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2374.0,163500
606,11839,1,7,5,20,20,3,3,4,3,1475.0,1,5,1532,797,2,1,4,1,4,10,0,1,0,0,0,0,0,0,3804.0,262280
607,9135,1,7,5,8,7,4,3,4,3,1536.0,1,5,1536,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3072.0,214000
608,14115,1,6,7,54,6,3,3,3,3,1073.0,1,5,1811,0,1,0,2,1,5,6,0,1,0,0,0,0,0,0,2884.0,230000
609,14154,1,7,5,4,4,4,3,5,4,1063.0,1,5,1071,1101,2,1,3,1,4,9,0,1,0,0,0,0,0,0,3235.0,280000
610,6565,1,4,6,53,30,3,3,3,3,1073.0,1,4,1073,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2146.0,140000
611,7700,1,6,5,44,44,3,3,3,3,756.0,1,3,1051,788,1,1,4,1,3,7,0,0,0,1,0,0,0,0,2595.0,155000
612,4761,1,3,3,92,60,2,2,3,2,1020.0,1,2,1020,0,1,0,2,1,2,5,0,1,0,0,0,0,0,0,2040.0,64500
613,12361,1,6,7,17,17,4,4,4,3,946.0,1,5,964,838,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2748.0,218000
614,9720,1,5,7,33,33,3,3,3,5,995.0,1,3,1009,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2004.0,160000
615,8640,1,8,5,3,3,4,3,4,3,1338.0,1,5,1338,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2676.0,208900
616,47007,1,5,7,51,14,3,3,0,0,0.0,1,3,3820,0,3,1,5,1,5,11,0,1,0,0,0,0,0,0,3820.0,284700
617,3180,1,7,5,3,3,4,3,4,3,689.0,1,5,703,689,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2081.0,146000
618,14963,1,8,5,14,14,4,3,4,3,1260.0,1,5,1288,0,1,1,1,1,5,4,0,1,0,0,0,0,0,0,2548.0,245500
619,5000,1,6,7,84,60,3,3,3,3,992.0,1,5,1013,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2005.0,113000
620,16870,1,8,5,6,5,4,3,5,3,1782.0,1,5,1782,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3564.0,296000
621,14157,1,9,5,5,4,4,3,5,3,1922.0,1,5,1922,0,2,0,3,1,4,8,0,1,0,0,0,0,0,0,3844.0,377426
622,12456,1,10,5,4,3,5,3,5,3,1700.0,1,5,1718,0,2,0,3,1,5,7,0,1,0,0,0,0,0,0,3418.0,337500
623,14836,1,10,5,6,5,5,3,5,3,2492.0,1,5,2492,0,2,1,2,1,5,8,0,1,0,0,0,0,0,0,4984.0,552000
624,6956,1,4,7,62,60,3,4,2,3,624.0,1,5,624,312,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1560.0,97900
625,7862,1,6,5,1,1,4,3,4,3,1218.0,1,5,1218,0,2,0,2,1,4,4,0,1,0,0,0,0,0,0,2436.0,208300
626,11050,1,7,5,14,13,3,3,4,3,910.0,1,5,910,910,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2730.0,213000
627,8924,1,7,5,12,11,3,3,4,3,880.0,1,5,880,844,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2604.0,188000
628,9610,1,6,6,52,52,3,3,3,3,1121.0,1,5,1336,0,1,1,3,1,3,7,1,0,0,0,0,0,0,0,2457.0,162000
629,13710,1,5,5,60,60,3,3,3,3,910.0,1,3,910,648,1,1,4,1,3,6,0,1,0,0,0,0,0,0,2468.0,152000
630,12552,1,7,5,6,5,4,3,4,3,991.0,1,5,991,956,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2938.0,254900
631,14565,1,7,5,16,15,4,3,4,3,832.0,1,5,832,825,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2489.0,189000
632,18559,1,7,5,32,32,4,4,4,3,2048.0,1,3,2064,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,4112.0,235000
633,10880,1,5,5,60,60,3,3,3,3,1164.0,0,3,1164,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2328.0,125000
634,2280,1,7,6,35,35,3,3,4,3,836.0,1,5,836,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1672.0,120000
635,31250,1,1,3,59,59,3,2,0,0,0.0,1,3,1600,0,1,1,3,1,3,6,0,0,0,0,0,0,0,0,1600.0,81500
636,11841,1,6,5,20,20,3,4,4,3,816.0,1,3,816,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1632.0,118500
637,9187,1,9,5,1,1,5,3,5,3,1766.0,1,5,1766,0,2,1,2,1,5,7,0,1,0,0,0,0,0,0,3532.0,370878
638,6270,1,5,6,61,60,3,3,3,3,1001.0,1,3,1001,1001,2,0,4,2,3,8,0,1,0,0,0,0,0,0,3003.0,145000
639,15660,1,7,9,71,4,4,4,3,3,798.0,1,5,1137,817,1,1,3,1,4,8,0,1,0,0,0,0,0,0,2752.0,311500
640,3087,1,7,5,4,4,4,3,4,3,1220.0,1,5,1364,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2584.0,210250
641,13450,1,7,5,8,8,4,3,4,3,916.0,1,5,920,941,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2777.0,200000
642,10125,1,5,5,33,33,3,3,0,0,0.0,1,3,1302,432,2,0,4,2,4,8,0,1,0,0,0,0,0,0,1734.0,126000
643,8146,1,4,8,110,7,4,4,2,3,405.0,1,4,717,322,1,0,2,1,3,6,0,1,0,0,0,0,0,0,1444.0,114000
644,9600,1,4,4,100,60,4,4,2,3,677.0,1,3,833,677,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2187.0,87500
645,12328,1,8,5,5,5,4,3,5,3,1149.0,1,5,1164,1377,3,1,4,1,5,10,0,1,0,0,0,0,0,0,3690.0,349265
646,10141,1,8,5,6,6,4,3,4,3,1512.0,1,5,1512,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,3024.0,203000
647,8529,1,7,5,9,9,4,3,4,3,1454.0,1,5,1434,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2888.0,189000
648,8127,1,7,5,7,7,4,3,4,3,812.0,1,5,812,841,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2465.0,209000
649,8400,1,6,7,110,60,3,3,2,4,917.0,1,4,1090,917,2,0,3,1,5,8,0,0,0,0,0,0,0,0,2924.0,160000
650,10751,1,5,5,36,36,3,3,2,3,1037.0,1,3,1037,0,1,0,2,1,3,5,0,0,0,0,1,0,0,0,2074.0,129000
651,10010,1,5,5,36,35,3,3,4,3,1389.0,1,4,1389,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2778.0,170000
652,4280,1,5,6,97,8,3,3,3,3,440.0,1,3,694,0,1,0,2,1,4,4,0,1,0,0,0,0,0,0,1134.0,90350
653,9600,1,6,5,86,60,3,3,3,3,572.0,0,2,572,524,1,0,2,1,3,5,0,0,0,0,0,0,0,0,1668.0,79000
654,9800,1,5,7,38,38,3,3,3,3,894.0,1,3,894,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1788.0,149900
655,7560,1,5,5,39,39,3,3,4,3,864.0,1,3,864,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1728.0,123000
656,9600,1,4,2,110,60,3,3,3,2,1095.0,0,2,1095,679,2,0,4,2,3,8,0,1,0,0,0,0,0,0,2869.0,87000
657,9880,1,6,6,33,33,3,3,3,3,1096.0,1,3,1118,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2214.0,171000
658,9600,1,6,5,60,60,3,3,3,3,1032.0,1,3,1032,220,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2284.0,119000
659,7931,1,5,5,51,51,3,3,3,3,1148.0,1,3,1148,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2296.0,132500
660,5100,1,8,7,85,14,3,4,3,3,588.0,1,2,833,833,1,0,3,1,4,7,0,1,0,0,0,0,0,0,2254.0,161000
661,9720,1,9,5,9,8,4,3,4,3,1357.0,1,5,1366,581,2,1,3,1,4,7,0,1,0,0,0,0,0,0,3304.0,274000
662,8521,1,5,5,43,43,3,3,3,3,912.0,1,3,912,0,1,0,3,1,3,5,1,0,0,0,0,0,0,0,1824.0,125000
663,8741,1,5,6,64,60,3,3,3,3,1195.0,1,3,1195,0,2,0,4,2,3,8,0,1,0,0,0,0,0,0,2390.0,98500
664,12461,1,8,5,16,15,4,3,4,3,1624.0,1,5,1624,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,3248.0,262000
665,6950,1,5,7,31,31,3,3,3,3,914.0,1,3,914,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1828.0,134900
666,16905,1,5,6,51,51,3,4,3,3,1350.0,1,4,1328,0,1,1,2,1,3,5,0,1,0,0,0,0,0,0,2678.0,170000
667,7155,1,6,8,84,19,3,3,3,3,686.0,1,3,686,775,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2147.0,135000
668,9205,1,6,5,20,19,4,3,4,3,930.0,1,5,1364,1319,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3613.0,290000
669,7697,1,7,6,3,3,4,3,4,3,1246.0,1,5,1258,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2504.0,173500
670,7800,1,5,8,62,8,3,4,3,4,896.0,1,5,1112,896,3,0,3,1,5,8,0,1,0,0,0,0,0,0,2904.0,225000
671,14357,1,5,5,49,49,3,3,3,3,864.0,1,3,1187,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2051.0,140500
672,8775,1,5,5,16,16,3,3,4,3,990.0,1,4,990,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1980.0,126000
673,2645,1,8,5,11,11,4,3,4,3,960.0,1,5,962,624,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2546.0,170000
674,13568,1,5,5,15,15,3,3,4,3,990.0,1,5,990,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1980.0,156000
675,16321,1,5,6,53,13,3,3,3,3,1484.0,1,3,1600,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,3084.0,207500
676,8640,1,8,5,3,3,4,3,4,3,896.0,1,5,896,896,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2688.0,255000
677,1596,1,4,6,37,37,3,3,4,3,462.0,1,3,526,462,1,0,1,1,3,4,0,1,0,0,0,0,0,0,1450.0,94900
678,7315,1,5,6,52,52,3,3,3,3,1170.0,1,3,1170,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2340.0,140000
679,7614,1,3,5,105,60,3,3,3,2,738.0,1,4,714,662,1,0,2,1,3,7,0,1,0,0,0,0,0,0,2114.0,96900
680,11000,1,5,6,44,44,3,3,3,3,1154.0,1,5,1154,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2308.0,154000
681,10337,1,8,9,100,11,4,4,3,3,725.0,1,5,909,863,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2497.0,184900
682,14803,1,10,5,3,2,5,3,5,3,2078.0,1,5,2084,0,2,0,2,1,5,7,0,0,0,1,0,0,0,0,4162.0,385000
683,8765,1,4,6,74,60,3,3,3,3,951.0,1,5,951,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,1902.0,106500
684,12720,1,8,5,10,10,4,3,4,3,1455.0,1,5,1466,1221,2,1,4,1,4,10,0,1,0,0,0,0,0,0,4142.0,327000
685,11128,1,9,5,5,4,5,3,5,3,2458.0,1,5,2490,0,2,0,2,1,5,9,0,0,0,1,0,0,0,0,4948.0,468000
686,5160,1,6,6,83,60,3,2,3,3,1204.0,1,3,1204,462,1,0,3,1,3,4,0,1,0,0,0,0,0,0,2870.0,135000
687,13072,1,6,5,5,5,4,3,4,3,1141.0,1,5,1141,0,1,1,3,1,3,6,0,0,0,0,1,0,0,0,2282.0,142500
688,8814,1,5,6,42,42,3,3,3,3,732.0,1,5,732,732,1,1,4,1,3,7,1,0,0,0,0,0,0,0,2196.0,141000
689,7000,1,5,7,100,19,3,3,4,3,1117.0,1,3,820,527,1,0,3,1,3,5,0,1,0,0,0,0,0,0,2464.0,107500
690,4484,1,5,6,68,31,3,3,3,3,672.0,1,3,778,504,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1954.0,108500
691,9019,1,6,5,16,16,3,3,4,3,636.0,1,5,636,684,2,1,3,1,4,6,0,0,0,0,1,0,0,0,1956.0,150000
692,8520,1,3,5,94,60,3,3,2,2,216.0,1,2,576,360,1,0,2,1,3,6,0,1,0,0,0,0,0,0,1152.0,78000
693,11932,1,8,5,3,2,4,3,4,3,1580.0,1,5,1580,0,2,0,3,1,4,7,1,0,0,0,0,0,0,0,3160.0,235128
694,115149,1,7,5,39,8,3,3,4,3,1643.0,1,3,1824,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,3467.0,302000
695,14330,1,5,6,35,9,3,3,3,3,864.0,1,3,1558,0,2,0,2,1,3,5,0,1,0,0,0,0,0,0,2422.0,163000
696,8777,1,3,6,65,3,3,4,0,0,0.0,1,3,640,0,1,0,2,1,3,5,1,0,0,0,0,0,0,0,640.0,84900
