,lot_frontage,lot_area,street,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,garage_yr_blt,garage_area,garage_qual,garage_cond,pool_area,pool_qc,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,paved_drive_P,paved_drive_Y,total_sf,overall_score,exter_score,bsmt_score,garage_score,saleprice
522,74.0,9627,1,1,7,5,17,16,3,3,4,3,3,996.0,1,5,996,1004,2,1,3,1,3,9,1993.0,650.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2996.0,35,9,12,9,188000
523,50.0,6000,1,1,6,6,71,60,3,2,3,3,1,780.0,1,5,825,587,1,0,4,1,3,6,1939.0,280.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2192.0,36,6,9,9,132500
524,65.0,9757,1,1,5,7,16,16,3,4,3,3,1,990.0,1,5,990,0,1,0,3,1,3,5,1995.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,35,12,9,9,143000
525,58.0,9280,1,1,5,6,59,59,3,3,2,3,1,1342.0,1,5,1342,0,1,0,4,1,3,7,1951.0,256.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2684.0,30,9,6,9,125000
526,120.0,14780,1,1,9,5,5,5,5,3,5,3,4,1868.0,1,5,1868,0,2,0,2,1,5,7,2005.0,1085.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3736.0,45,15,15,9,415000
527,60.0,7740,1,1,4,7,100,60,3,3,2,3,1,622.0,1,4,741,622,1,0,3,1,3,6,1966.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1985.0,28,9,6,9,125500
528,80.0,9600,1,1,6,6,52,22,3,3,3,3,1,1240.0,1,4,1632,0,2,0,3,1,3,6,1958.0,338.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2872.0,36,9,9,9,139000
529,97.0,13478,1,1,10,5,2,2,5,3,5,3,4,1722.0,1,5,1728,568,2,1,3,1,5,10,2008.0,842.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4018.0,50,15,15,9,451950
530,65.0,10926,1,1,5,5,51,51,3,3,3,3,1,1678.0,1,3,1678,0,2,0,6,2,3,10,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3356.0,25,9,9,0,119900
531,0.0,6853,1,1,8,5,9,8,4,3,5,3,1,1267.0,1,5,1296,0,2,0,2,1,4,6,2001.0,471.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2563.0,40,12,15,9,220000
532,85.0,10667,1,1,6,6,39,39,3,3,3,3,1,1587.0,1,3,1587,0,2,0,3,1,3,7,1971.0,525.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3174.0,36,9,9,9,167300
533,45.0,8212,1,1,5,6,69,60,3,3,3,3,1,720.0,1,5,854,444,1,0,3,1,3,6,1940.0,256.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,30,9,9,9,122000
534,70.0,9100,1,1,5,5,47,47,3,3,3,3,1,1728.0,1,3,1728,0,2,0,6,2,3,10,1963.0,504.0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3456.0,25,9,9,9,125000
535,50.0,6000,1,1,5,6,53,53,3,3,3,3,1,928.0,1,4,928,0,1,0,3,1,3,5,1957.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1856.0,30,9,9,9,112500
536,78.0,9316,1,1,7,5,5,4,4,3,4,3,4,879.0,1,5,879,916,2,1,3,1,4,7,2005.0,578.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2674.0,35,12,12,9,191000
537,75.0,9464,1,1,6,7,52,52,3,4,3,3,1,1080.0,1,4,1080,0,1,0,3,1,3,5,1958.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2160.0,42,12,9,9,136000
538,80.0,10400,1,1,7,5,12,12,3,3,4,3,3,866.0,1,5,866,913,2,1,3,1,4,6,1998.0,546.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2645.0,35,9,12,9,197900
539,59.0,5310,1,1,6,8,100,7,3,4,3,2,1,485.0,1,4,1001,634,1,0,2,1,4,5,1950.0,255.0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2120.0,48,12,6,6,117000
540,64.0,7406,1,1,7,5,4,4,4,3,4,3,3,1199.0,1,5,1220,0,2,0,2,1,4,6,2006.0,632.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2419.0,35,12,12,9,194000
541,0.0,4538,1,1,9,5,9,9,4,3,5,3,3,1310.0,1,5,1310,0,1,1,1,1,4,5,2001.0,545.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2620.0,45,12,15,9,285000
542,62.0,10106,1,1,5,7,70,11,3,4,3,3,1,644.0,1,4,808,547,2,0,4,2,3,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1999.0,35,12,9,0,127500
543,0.0,13346,1,1,7,5,18,10,4,3,4,3,1,1095.0,1,5,1166,1129,2,1,4,1,4,9,1992.0,590.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3390.0,35,12,12,9,268000
544,57.0,9639,1,1,4,8,110,60,3,3,3,3,1,1075.0,1,5,1156,642,2,1,4,1,3,7,1935.0,342.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.0,32,9,9,9,137000
545,0.0,15387,1,1,7,7,43,43,3,3,3,3,1,1620.0,1,5,1620,0,2,0,4,1,4,8,1967.0,578.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3240.0,49,9,9,9,215000
546,75.0,10050,1,1,5,5,55,55,3,3,3,3,1,1216.0,1,3,1216,0,1,0,3,1,3,5,1955.0,336.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2432.0,25,9,9,9,129500
547,0.0,6240,1,1,5,4,74,60,3,3,4,3,1,896.0,1,4,896,448,1,0,3,1,3,7,1936.0,240.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2240.0,20,9,12,6,115000
548,45.0,7506,1,1,5,8,85,60,3,4,3,3,1,747.0,1,3,747,412,1,0,3,1,3,5,1932.0,288.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1906.0,40,12,9,6,114000
549,0.0,8900,1,1,4,4,44,44,3,3,3,3,1,1056.0,1,3,1056,0,1,0,2,1,3,5,1966.0,384.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2112.0,16,9,9,9,107000
550,80.0,8480,1,1,5,5,63,60,3,3,3,3,1,832.0,1,3,832,384,1,0,2,1,3,6,1947.0,336.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2048.0,25,9,9,9,118500
551,50.0,6000,1,1,6,7,81,60,3,3,3,3,1,862.0,1,3,950,208,1,0,3,1,3,5,1929.0,208.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,42,9,9,9,120000
552,74.0,8847,1,1,8,5,5,5,4,3,4,3,3,1538.0,1,5,1538,0,2,0,3,1,4,7,2005.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3076.0,40,12,12,9,260000
553,0.0,8050,1,1,5,5,51,51,3,3,3,3,1,1143.0,1,3,1143,0,1,0,3,1,3,6,1959.0,308.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2286.0,25,9,9,9,136000
554,70.0,8294,1,1,4,5,39,39,3,3,3,3,1,858.0,1,3,872,0,1,0,3,1,3,5,1974.0,480.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1730.0,20,9,9,9,123000
555,0.0,7920,1,1,6,7,90,60,3,2,3,3,1,319.0,1,3,1035,371,1,0,3,1,2,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725.0,42,6,9,0,89500
556,100.0,18494,1,1,6,5,5,5,4,3,4,3,1,1324.0,1,5,1324,0,2,0,3,1,4,6,2005.0,430.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2648.0,30,12,12,9,199500
557,0.0,7162,1,1,5,7,44,44,3,3,3,3,1,876.0,1,3,904,0,1,0,3,1,3,6,1966.0,408.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1780.0,35,9,9,9,109900
558,53.0,10918,1,1,7,9,84,6,4,3,4,3,1,1276.0,1,5,1276,804,1,1,3,1,4,9,1926.0,282.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3356.0,63,12,12,9,234000
559,37.0,4435,1,1,6,5,6,6,4,3,4,3,2,848.0,1,5,848,0,1,0,1,1,4,3,2004.0,420.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1696.0,30,12,12,9,155900
560,0.0,11250,1,1,4,5,53,21,3,3,3,3,3,1104.0,1,5,1104,684,1,0,5,1,3,8,1957.0,304.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2892.0,20,9,9,9,161500
561,0.0,14375,1,0,6,6,52,52,3,3,3,3,1,819.0,1,4,1344,0,1,0,3,1,4,7,1958.0,525.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2163.0,36,9,9,9,137500
562,100.0,9045,1,1,5,3,100,60,3,2,3,3,2,840.0,0,2,1128,1128,2,0,4,2,2,12,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3096.0,15,6,9,0,76500
563,97.0,10029,1,1,6,5,22,21,4,3,4,3,1,1151.0,1,3,1164,896,2,1,4,1,3,8,1988.0,521.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3211.0,30,12,12,9,211000
564,34.0,4060,1,1,6,5,12,11,4,3,4,3,1,1405.0,1,5,1337,0,2,0,2,1,4,5,1998.0,511.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2742.0,30,12,12,9,181000
565,82.0,9020,1,1,6,7,44,44,3,3,3,3,4,1127.0,1,3,1165,0,1,1,3,1,3,6,1966.0,490.0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2292.0,42,9,9,16,174900
566,96.0,11777,1,1,5,6,44,44,3,3,3,3,3,1164.0,1,5,1320,0,1,0,3,1,3,6,1966.0,564.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2484.0,30,9,9,9,164500
567,70.0,10171,1,1,7,5,6,6,4,3,4,3,1,1517.0,1,5,1535,0,2,0,3,1,4,7,2004.0,532.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3052.0,35,12,12,9,214000
568,80.0,10400,1,1,7,6,30,22,3,3,4,3,2,738.0,1,3,1277,767,2,1,3,1,3,7,1980.0,489.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2782.0,42,9,12,9,185000
569,52.0,6240,1,1,4,7,81,60,3,3,3,3,1,704.0,1,5,624,512,1,0,2,1,3,6,1990.0,336.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1840.0,28,9,9,9,123000
570,0.0,12150,1,1,6,6,31,31,3,3,4,3,3,1001.0,1,3,1299,0,2,0,2,1,4,5,1979.0,486.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2300.0,36,9,12,9,183500
571,24.0,2645,1,1,8,5,11,10,4,3,4,3,1,776.0,1,5,764,677,2,1,2,1,4,5,1999.0,492.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2217.0,40,12,12,9,174000
572,0.0,22692,1,1,5,5,57,57,3,3,3,3,1,1073.0,1,3,1630,0,2,0,3,1,3,6,1953.0,649.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2703.0,25,9,9,9,130000
573,60.0,9600,1,1,7,7,85,20,3,3,3,4,1,728.0,1,5,832,809,1,1,3,1,5,6,1925.0,546.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2369.0,49,9,12,6,178000
574,74.0,13830,1,1,5,5,13,12,3,3,4,3,1,928.0,1,4,928,701,2,1,3,1,3,6,1997.0,482.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2557.0,25,9,12,9,189900
575,0.0,4435,1,1,6,5,7,6,4,3,4,3,3,848.0,1,5,848,0,1,0,1,1,4,4,2003.0,420.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1696.0,30,12,12,9,144000
576,0.0,5890,1,1,6,8,80,3,4,4,3,3,3,816.0,1,5,816,0,1,0,2,1,3,5,2002.0,432.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1632.0,48,16,9,9,120500
577,112.0,10859,1,1,5,5,16,15,3,3,4,3,1,1097.0,1,5,1097,0,1,1,3,1,3,6,1995.0,672.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2194.0,25,9,12,9,145000
578,41.0,5330,1,1,8,5,10,10,4,3,4,3,3,1494.0,1,5,1652,0,2,0,2,1,5,6,2000.0,499.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3146.0,40,12,12,9,251000
579,72.0,10778,1,1,4,5,42,42,3,3,3,3,1,1768.0,1,3,1768,0,2,0,4,2,3,8,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3536.0,20,9,9,0,136500
580,74.0,6845,1,1,4,5,55,55,3,3,0,0,0,0.0,1,3,1152,0,2,0,2,2,3,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1152.0,20,9,0,0,82500
581,109.0,21780,0,0,2,4,100,60,2,2,0,0,0,0.0,1,3,810,0,1,0,1,1,3,4,1975.0,280.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,810.0,8,4,0,9,57625
582,80.0,10307,1,1,7,5,3,2,4,3,4,3,1,1350.0,1,5,1358,0,2,0,2,1,4,6,2008.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2708.0,35,12,12,9,212500
583,32.0,4500,1,1,6,5,12,12,3,3,5,3,1,1216.0,1,5,1216,0,2,0,2,1,3,5,1998.0,402.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2432.0,30,9,15,9,164000
584,75.0,9060,1,1,6,5,53,53,3,3,3,3,1,967.0,1,4,967,671,2,0,4,1,4,6,1957.0,384.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2605.0,30,9,9,9,139000
585,24.0,2160,1,1,7,5,11,10,4,3,4,3,1,600.0,1,5,624,628,2,1,2,1,4,4,1999.0,462.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1852.0,35,12,12,9,160000
586,70.0,7669,1,1,5,6,18,17,3,3,4,3,3,828.0,1,3,883,0,1,0,2,1,3,5,1998.0,698.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1711.0,30,9,12,9,149000
587,62.0,9858,1,1,5,6,42,42,3,3,3,3,1,864.0,1,3,874,0,1,0,3,1,3,5,1968.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1738.0,30,9,9,9,130000
588,50.0,10300,1,1,7,6,89,60,3,3,3,3,1,576.0,1,4,902,808,2,0,3,1,3,9,1990.0,480.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2286.0,42,9,9,9,140000
589,65.0,8125,1,1,8,5,2,1,4,3,4,3,1,1836.0,1,5,1836,0,2,0,3,1,4,8,2009.0,517.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3672.0,40,12,12,9,264500
590,69.0,14850,1,1,5,5,53,53,3,3,3,3,1,1092.0,1,3,1092,0,1,0,2,1,3,6,1957.0,299.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2184.0,25,9,9,9,141000
591,35.0,4274,1,1,7,5,4,3,4,3,4,3,1,1241.0,1,5,1241,0,1,1,1,1,4,4,2007.0,569.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2482.0,35,12,12,9,199900
592,80.0,9650,1,1,6,5,33,33,3,3,4,3,1,1350.0,1,3,1334,0,2,0,2,1,3,6,1977.0,630.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2684.0,30,9,12,9,167900
593,0.0,14585,1,1,6,6,50,23,3,3,3,3,1,1144.0,1,5,1429,0,1,0,3,1,4,7,1960.0,572.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2573.0,36,9,9,9,181900
594,75.0,9000,1,1,8,5,2,2,4,3,4,3,3,1566.0,1,5,1566,0,2,0,3,1,4,7,2008.0,750.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3132.0,40,12,12,9,262500
595,0.0,13774,1,1,7,7,33,18,3,4,4,3,1,908.0,1,5,1316,972,1,2,4,1,4,8,1977.0,520.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3196.0,49,12,12,9,230000
596,50.0,5119,1,1,9,5,11,10,4,3,5,3,3,1698.0,1,5,1709,0,2,0,2,1,4,5,1999.0,506.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3407.0,45,12,15,9,328900
597,71.0,9254,1,1,8,5,5,5,4,3,4,3,1,1721.0,1,5,1721,0,2,0,3,1,4,7,2005.0,554.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3442.0,40,12,12,9,232698
598,95.0,10324,1,1,8,5,2,2,4,3,4,3,3,1254.0,1,5,1254,0,2,0,2,1,4,5,2008.0,810.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2508.0,40,12,12,9,221800
599,63.0,8375,1,1,5,7,69,37,3,3,3,3,1,576.0,1,4,864,486,1,1,2,1,4,6,1973.0,627.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1926.0,35,9,9,9,152400
600,75.0,9750,1,1,7,5,10,9,4,3,4,3,1,1630.0,1,5,1630,0,2,0,3,1,4,6,2000.0,451.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3260.0,35,12,12,9,213000
601,74.0,7632,1,1,7,5,5,5,4,3,4,3,1,784.0,1,5,831,754,2,1,3,1,4,7,2005.0,449.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2369.0,35,12,12,9,184900
602,90.0,15750,1,1,5,5,57,57,3,3,3,3,2,1165.0,1,3,1336,0,1,0,2,1,3,5,1953.0,375.0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2501.0,25,9,9,9,157000
603,0.0,9240,1,1,5,6,48,8,3,3,3,3,1,864.0,1,4,1211,0,1,0,2,1,3,6,1972.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2075.0,30,9,9,9,144000
604,80.0,10400,1,1,6,5,31,11,3,3,4,3,1,1259.0,1,5,1353,0,2,0,2,1,3,5,1979.0,478.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2612.0,30,9,12,9,192350
605,80.0,8800,1,1,7,6,44,44,3,3,3,3,1,1174.0,1,5,1200,0,2,0,3,1,3,6,1966.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2374.0,42,9,9,9,163500
606,86.0,11839,1,1,7,5,20,20,3,3,4,3,1,1475.0,1,5,1532,797,2,1,4,1,4,10,1990.0,514.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3804.0,35,9,12,9,262280
607,70.0,9135,1,1,7,5,8,7,4,3,4,3,3,1536.0,1,5,1536,0,2,0,3,1,4,7,2002.0,532.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3072.0,35,12,12,9,214000
608,90.0,14115,1,1,6,7,54,6,3,3,3,3,1,1073.0,1,5,1811,0,1,0,2,1,5,6,1956.0,470.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2884.0,42,9,9,9,230000
609,109.0,14154,1,1,7,5,4,4,4,3,5,4,1,1063.0,1,5,1071,1101,2,1,3,1,4,9,2006.0,947.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3235.0,35,12,20,9,280000
610,65.0,6565,1,1,4,6,53,30,3,3,3,3,1,1073.0,1,4,1073,0,1,0,3,1,3,6,1985.0,720.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2146.0,24,9,9,9,140000
611,70.0,7700,1,1,6,5,44,44,3,3,3,3,1,756.0,1,3,1051,788,1,1,4,1,3,7,1966.0,442.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2595.0,30,9,9,9,155000
612,63.0,4761,1,1,3,3,92,60,2,2,3,2,1,1020.0,1,2,1020,0,1,0,2,1,2,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2040.0,9,4,6,0,64500
613,87.0,12361,1,1,6,7,17,17,4,4,4,3,1,946.0,1,5,964,838,2,1,3,1,4,8,2000.0,1017.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2748.0,42,16,12,9,218000
614,72.0,9720,1,1,5,7,33,33,3,3,3,5,3,995.0,1,3,1009,0,2,0,3,1,3,6,1977.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,35,9,15,9,160000
615,72.0,8640,1,1,8,5,3,3,4,3,4,3,1,1338.0,1,5,1338,0,2,0,3,1,4,6,2007.0,598.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2676.0,40,12,12,9,208900
616,123.0,47007,1,1,5,7,51,14,3,3,0,0,0,0.0,1,3,3820,0,3,1,5,1,5,11,1959.0,624.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3820.0,35,9,0,9,284700
617,30.0,3180,1,1,7,5,3,3,4,3,4,3,1,689.0,1,5,703,689,2,0,2,1,4,5,2007.0,540.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2081.0,35,12,12,9,146000
618,38.0,14963,1,1,8,5,14,14,4,3,4,3,1,1260.0,1,5,1288,0,1,1,1,1,5,4,1996.0,500.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2548.0,40,12,12,9,245500
619,50.0,5000,1,1,6,7,84,60,3,3,3,3,1,992.0,1,5,1013,0,1,0,3,1,3,6,1926.0,160.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,42,9,9,6,113000
620,129.0,16870,1,1,8,5,6,5,4,3,5,3,4,1782.0,1,5,1782,0,2,0,3,1,4,7,2004.0,932.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3564.0,40,12,15,9,296000
621,86.0,14157,1,1,9,5,5,4,4,3,5,3,4,1922.0,1,5,1922,0,2,0,3,1,4,8,2005.0,676.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3844.0,45,12,15,9,377426
622,96.0,12456,1,1,10,5,4,3,5,3,5,3,4,1700.0,1,5,1718,0,2,0,3,1,5,7,2008.0,786.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3418.0,50,15,15,9,337500
623,100.0,14836,1,1,10,5,6,5,5,3,5,3,4,2492.0,1,5,2492,0,2,1,2,1,5,8,2004.0,949.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4984.0,50,15,15,9,552000
624,56.0,6956,1,1,4,7,62,60,3,4,2,3,2,624.0,1,5,624,312,1,0,3,1,3,5,1948.0,265.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1560.0,28,12,6,3,97900
625,75.0,7862,1,1,6,5,1,1,4,3,4,3,1,1218.0,1,5,1218,0,2,0,2,1,4,4,2009.0,676.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2436.0,30,12,12,9,208300
626,0.0,11050,1,1,7,5,14,13,3,3,4,3,2,910.0,1,5,910,910,2,1,3,1,4,8,1996.0,816.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2730.0,35,9,12,9,213000
627,57.0,8924,1,1,7,5,12,11,3,3,4,3,3,880.0,1,5,880,844,2,1,3,1,4,8,1998.0,527.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2604.0,35,9,12,9,188000
628,0.0,9610,1,1,6,6,52,52,3,3,3,3,1,1121.0,1,5,1336,0,1,1,3,1,3,7,1958.0,488.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2457.0,36,9,9,9,162000
629,75.0,13710,1,1,5,5,60,60,3,3,3,3,1,910.0,1,3,910,648,1,1,4,1,3,6,1950.0,282.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2468.0,25,9,9,9,152000
630,100.0,12552,1,1,7,5,6,5,4,3,4,3,1,991.0,1,5,991,956,2,1,3,1,4,8,2004.0,678.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2938.0,35,12,12,9,254900
631,43.0,14565,1,1,7,5,16,15,4,3,4,3,3,832.0,1,5,832,825,2,1,3,1,4,6,1994.0,483.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2489.0,35,12,12,9,189000
632,56.0,18559,1,1,7,5,32,32,4,4,4,3,1,2048.0,1,3,2064,0,2,0,3,1,4,7,1978.0,550.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4112.0,35,16,12,9,235000
633,68.0,10880,1,1,5,5,60,60,3,3,3,3,1,1164.0,0,3,1164,0,1,0,3,1,3,5,1950.0,240.0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2328.0,25,9,9,9,125000
634,24.0,2280,1,1,7,6,35,35,3,3,4,3,1,836.0,1,5,836,0,1,0,2,1,3,4,1975.0,308.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1672.0,42,9,12,9,120000
635,125.0,31250,1,1,1,3,59,59,3,2,0,0,0,0.0,1,3,1600,0,1,1,3,1,3,6,1951.0,270.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0,3,6,0,6,81500
636,81.0,11841,0,1,6,5,20,20,3,4,4,3,3,816.0,1,3,816,0,1,0,3,1,3,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1632.0,30,12,12,0,118500
637,85.0,9187,1,1,9,5,1,1,5,3,5,3,2,1766.0,1,5,1766,0,2,1,2,1,5,7,2009.0,478.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3532.0,45,15,15,9,370878
