,overall_qual,gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,garage_yr_blt,mas_vnr_area,totrms_abvgrd,fireplaces,bsmtfin_sf_1,lot_frontage,open_porch_sf,wood_deck_sf,lot_area,bsmt_full_bath,half_bath,2nd_flr_sf,full_bath_1,full_bath_2,full_bath_3,full_bath_4,total_sf_dom,lot_minus_total,saleprice
474,4,1755,231.0,1.0,930.0,1230,80,7,1930.0,0.0,7,1,189.0,110.0,40,0,7810,0.0,0,525,0,1,0,0,1944.0,5866.0,188000
475,8,1800,765.0,3.0,1800.0,1800,8,8,2002.0,630.0,7,1,1274.0,85.0,78,270,14331,1.0,0,0,0,1,0,0,3074.0,11257.0,312500
476,7,1200,480.0,2.0,600.0,600,6,5,2004.0,0.0,4,0,0.0,30.0,172,0,3182,0.0,1,600,0,1,0,0,1200.0,1982.0,151000
477,5,1365,440.0,2.0,765.0,765,39,39,1971.0,376.0,6,0,471.0,24.0,36,240,1920,1.0,1,600,1,0,0,0,1836.0,84.0,122500
478,6,1696,542.0,2.0,835.0,835,7,7,2003.0,0.0,7,0,80.0,68.0,66,143,10110,1.0,1,861,0,1,0,0,1776.0,8334.0,188000
479,7,1809,638.0,2.0,945.0,945,5,4,2005.0,0.0,8,0,0.0,91.0,54,144,10984,0.0,1,864,0,1,0,0,1809.0,9175.0,209700
480,8,2234,724.0,2.0,2220.0,2234,4,4,2006.0,945.0,7,1,1558.0,85.0,80,390,14082,1.0,1,0,1,0,0,0,3792.0,10290.0,441929
481,6,1680,474.0,2.0,886.0,886,17,16,1993.0,120.0,7,0,602.0,50.0,96,144,8480,0.0,1,794,0,1,0,0,2282.0,6198.0,163000
482,6,2087,444.0,2.0,832.0,976,44,3,1966.0,157.0,9,0,568.0,0.0,168,133,12205,0.0,1,1111,0,1,0,0,2655.0,9550.0,187500
483,8,1513,521.0,2.0,1462.0,1513,11,10,1999.0,260.0,5,1,1246.0,90.0,34,135,15750,1.0,0,0,0,1,0,0,2759.0,12991.0,220000
484,5,1107,308.0,1.0,949.0,1107,43,17,1967.0,0.0,5,0,474.0,70.0,64,88,8050,1.0,0,0,1,0,0,0,1581.0,6469.0,127000
485,5,827,392.0,1.0,0.0,827,55,3,1967.0,0.0,5,1,0.0,60.0,0,0,7200,0.0,0,0,1,0,0,0,827.0,6373.0,107500
486,6,1484,0.0,0.0,742.0,742,96,9,0.0,0.0,9,1,0.0,35.0,291,0,6300,0.0,0,742,0,1,0,0,1484.0,4816.0,128000
487,5,764,504.0,2.0,680.0,764,85,6,1965.0,0.0,4,0,0.0,30.0,0,0,5232,0.0,0,0,1,0,0,0,764.0,4468.0,73000
488,9,1792,874.0,3.0,1792.0,1792,7,6,2003.0,562.0,6,1,1567.0,72.0,49,206,11846,1.0,0,0,0,1,0,0,3359.0,8487.0,374000
489,8,2649,746.0,3.0,1479.0,1515,9,8,2001.0,1110.0,10,1,1075.0,130.0,60,0,16900,1.0,1,1134,0,1,0,0,3724.0,13176.0,421250
490,6,1593,389.0,2.0,808.0,808,18,17,1993.0,0.0,7,1,0.0,0.0,40,342,9636,0.0,1,785,0,1,0,0,1593.0,8043.0,178000
491,4,1181,588.0,2.0,1138.0,1181,38,38,1974.0,0.0,6,0,920.0,90.0,0,0,10012,1.0,0,0,0,1,0,0,2101.0,7911.0,137500
492,8,1987,691.0,2.0,1986.0,1987,16,16,1994.0,554.0,7,1,1314.0,91.0,36,262,14303,1.0,0,0,0,1,0,0,3301.0,11002.0,301500
493,6,1242,180.0,1.0,583.0,647,75,60,1926.0,0.0,6,1,0.0,43.0,96,329,5707,0.0,1,595,1,0,0,0,1242.0,4465.0,105000
494,6,976,504.0,2.0,976.0,976,42,6,1968.0,203.0,4,1,760.0,78.0,0,94,9360,1.0,0,0,1,0,0,0,1736.0,7624.0,157500
495,5,1214,216.0,1.0,969.0,969,109,60,1920.0,0.0,6,0,0.0,40.0,0,0,5680,0.0,0,245,1,0,0,0,1214.0,4466.0,117000
496,5,864,336.0,1.0,864.0,864,48,48,1962.0,0.0,5,0,468.0,70.0,0,0,7000,0.0,0,0,1,0,0,0,1332.0,5668.0,105000
497,6,1639,240.0,1.0,1064.0,1166,74,60,1936.0,0.0,6,0,0.0,51.0,0,0,10480,0.0,0,0,1,0,0,0,1639.0,8841.0,115000
498,9,1736,834.0,3.0,1736.0,1736,2,2,2008.0,302.0,7,1,0.0,95.0,90,319,11578,0.0,0,0,0,1,0,0,1736.0,9842.0,360000
499,5,1535,400.0,2.0,0.0,1535,31,31,1979.0,0.0,8,0,0.0,64.0,0,0,7018,0.0,0,0,0,1,0,0,1535.0,5483.0,118858
500,6,1632,484.0,2.0,800.0,800,44,10,1966.0,252.0,7,0,400.0,0.0,40,0,9130,0.0,1,832,1,0,0,0,2032.0,7098.0,173000
501,3,725,320.0,1.0,630.0,725,120,12,1959.0,0.0,4,0,0.0,60.0,30,0,10800,0.0,1,0,1,0,0,0,725.0,10075.0,78500
502,7,1720,440.0,2.0,840.0,840,6,6,2004.0,0.0,7,1,0.0,62.0,48,100,8244,0.0,1,880,0,1,0,0,1720.0,6524.0,183500
503,4,936,576.0,2.0,936.0,936,57,57,1974.0,0.0,4,0,0.0,60.0,32,0,6000,0.0,0,0,1,0,0,0,936.0,5064.0,93000
504,8,1589,630.0,3.0,1406.0,1589,7,7,2003.0,72.0,7,1,1084.0,0.0,20,143,3621,1.0,0,0,0,1,0,0,2673.0,948.0,226500
505,6,1571,380.0,2.0,799.0,799,17,16,1993.0,0.0,7,1,0.0,59.0,40,0,7837,0.0,1,772,0,1,0,0,1571.0,6266.0,178000
506,7,1479,558.0,2.0,1453.0,1479,7,7,2003.0,167.0,7,0,1013.0,72.0,29,144,10665,1.0,0,0,0,1,0,0,2492.0,8173.0,226000
507,5,1632,898.0,2.0,784.0,784,41,41,1969.0,178.0,7,1,496.0,70.0,173,0,10457,0.0,1,848,1,0,0,0,2128.0,8329.0,173000
508,5,864,360.0,1.0,864.0,864,45,45,1965.0,0.0,5,1,553.0,60.0,0,0,8281,0.0,0,0,1,0,0,0,1417.0,6864.0,62383
509,9,2713,858.0,3.0,1452.0,1476,2,2,2008.0,268.0,11,1,1330.0,67.0,66,126,14948,1.0,1,1237,0,1,0,0,4043.0,10905.0,446261
510,7,1479,312.0,1.0,624.0,743,84,13,1926.0,0.0,6,2,424.0,43.0,0,530,7000,1.0,0,736,1,0,0,0,1903.0,5097.0,160000
511,7,1576,668.0,3.0,1393.0,1576,6,6,2004.0,24.0,7,1,1087.0,0.0,20,143,3940,1.0,0,0,0,1,0,0,2663.0,1277.0,219990
512,7,1479,577.0,2.0,1468.0,1479,11,10,1999.0,125.0,6,0,0.0,93.0,25,120,9382,0.0,0,0,0,1,0,0,1479.0,7903.0,191000
513,5,1060,308.0,1.0,756.0,916,85,16,1969.0,0.0,6,1,317.0,55.0,65,0,6854,1.0,0,144,1,0,0,0,1377.0,5477.0,136500
514,4,943,308.0,1.0,0.0,943,52,16,1958.0,0.0,5,0,0.0,0.0,0,0,11515,0.0,0,0,1,0,0,0,943.0,10572.0,80000
515,7,2183,786.0,3.0,1204.0,1377,22,22,1988.0,178.0,9,0,1002.0,0.0,0,0,13837,0.0,1,806,0,1,0,0,3185.0,10652.0,229000
516,7,1949,574.0,2.0,1050.0,1062,17,16,1993.0,246.0,8,1,750.0,80.0,90,156,9938,1.0,1,887,0,1,0,0,2699.0,7239.0,236000
517,10,1824,932.0,3.0,1824.0,1824,4,3,2006.0,242.0,8,1,0.0,85.0,36,160,12633,0.0,0,0,0,1,0,0,1824.0,10809.0,392000
518,6,1930,316.0,1.0,720.0,1146,83,60,1927.0,0.0,8,0,522.0,57.0,0,0,6876,1.0,0,784,0,1,0,0,2452.0,4424.0,149000
519,10,2393,846.0,2.0,970.0,1469,12,11,1998.0,0.0,7,1,128.0,36.0,90,0,3951,1.0,1,924,0,1,0,0,2521.0,1430.0,345000
520,5,2014,624.0,2.0,716.0,1007,110,5,1900.0,0.0,8,0,0.0,62.0,72,0,9856,0.0,0,1007,0,1,0,0,2014.0,7842.0,169000
521,4,1242,336.0,1.0,484.0,1242,64,60,1946.0,0.0,4,0,0.0,84.0,0,0,17808,0.0,0,0,1,0,0,0,1242.0,16566.0,109900
522,7,2000,650.0,3.0,996.0,996,17,16,1993.0,94.0,9,1,758.0,74.0,48,190,9627,0.0,1,1004,0,1,0,0,2758.0,6869.0,188000
523,6,1412,280.0,1.0,780.0,825,71,60,1939.0,0.0,6,1,0.0,50.0,0,45,6000,0.0,0,587,1,0,0,0,1412.0,4588.0,132500
524,5,990,440.0,1.0,990.0,990,16,16,1995.0,0.0,5,0,755.0,65.0,0,66,9757,1.0,0,0,1,0,0,0,1745.0,8012.0,143000
525,5,1342,256.0,1.0,1342.0,1342,59,59,1951.0,0.0,7,0,557.0,58.0,0,0,9280,1.0,0,0,1,0,0,0,1899.0,7381.0,125000
526,9,1868,1085.0,3.0,1868.0,1868,5,5,2005.0,568.0,7,1,1505.0,120.0,56,354,14780,1.0,0,0,0,1,0,0,3373.0,11407.0,415000
527,4,1363,528.0,2.0,622.0,741,100,60,1966.0,0.0,6,0,0.0,60.0,0,0,7740,0.0,0,622,1,0,0,0,1363.0,6377.0,125500
528,6,1632,338.0,1.0,1240.0,1632,52,22,1958.0,183.0,6,1,620.0,80.0,0,289,9600,1.0,0,0,0,1,0,0,2252.0,7348.0,139000
529,10,2296,842.0,3.0,1722.0,1728,2,2,2008.0,420.0,10,1,1338.0,97.0,274,382,13478,1.0,1,568,0,1,0,0,3634.0,9844.0,451950
530,5,1678,0.0,0.0,1678.0,1678,51,51,0.0,74.0,10,0,0.0,65.0,0,0,10926,0.0,0,0,0,1,0,0,1678.0,9248.0,119900
531,8,1296,471.0,2.0,1267.0,1296,9,8,2001.0,136.0,6,0,1005.0,0.0,25,192,6853,1.0,0,0,0,1,0,0,2301.0,4552.0,220000
532,6,1587,525.0,2.0,1587.0,1587,39,39,1971.0,302.0,7,1,838.0,85.0,44,0,10667,0.0,0,0,0,1,0,0,2425.0,8242.0,167300
533,5,1298,256.0,1.0,720.0,854,69,60,1940.0,0.0,6,2,626.0,45.0,0,84,8212,0.0,0,444,1,0,0,0,1924.0,6288.0,122000
534,5,1728,504.0,2.0,1728.0,1728,47,47,1963.0,336.0,10,0,1332.0,70.0,0,0,9100,1.0,0,0,0,1,0,0,3060.0,6040.0,125000
535,5,928,288.0,1.0,928.0,928,53,53,1957.0,0.0,5,0,308.0,50.0,0,0,6000,0.0,0,0,1,0,0,0,1236.0,4764.0,112500
536,7,1795,578.0,2.0,879.0,879,5,4,2005.0,0.0,7,0,0.0,78.0,111,164,9316,0.0,1,916,0,1,0,0,1795.0,7521.0,191000
537,6,1080,288.0,1.0,1080.0,1080,52,52,1958.0,135.0,5,0,570.0,75.0,0,0,9464,0.0,0,0,1,0,0,0,1650.0,7814.0,136000
538,7,1779,546.0,2.0,866.0,866,12,12,1998.0,0.0,6,0,0.0,80.0,36,198,10400,0.0,1,913,0,1,0,0,1779.0,8621.0,197900
539,6,1635,255.0,1.0,485.0,1001,100,7,1950.0,0.0,5,0,0.0,59.0,0,394,5310,0.0,0,634,1,0,0,0,1635.0,3675.0,117000
540,7,1220,632.0,2.0,1199.0,1220,4,4,2006.0,84.0,6,0,684.0,64.0,54,105,7406,1.0,0,0,0,1,0,0,1904.0,5502.0,194000
541,9,1310,545.0,2.0,1310.0,1310,9,9,2001.0,179.0,5,1,1004.0,0.0,45,277,4538,1.0,1,0,1,0,0,0,2314.0,2224.0,285000
542,5,1355,0.0,0.0,644.0,808,70,11,0.0,0.0,6,0,351.0,62.0,0,140,10106,1.0,0,547,0,1,0,0,1706.0,8400.0,127500
543,7,2295,590.0,2.0,1095.0,1166,18,10,1992.0,0.0,9,1,728.0,0.0,40,0,13346,1.0,1,1129,0,1,0,0,3023.0,10323.0,268000
544,4,1798,342.0,2.0,1075.0,1156,110,60,1935.0,0.0,7,0,0.0,57.0,0,0,9639,0.0,1,642,0,1,0,0,1798.0,7841.0,137000
545,7,1620,578.0,2.0,1620.0,1620,43,43,1967.0,0.0,8,1,603.0,0.0,62,0,15387,0.0,0,0,0,1,0,0,2223.0,13164.0,215000
546,5,1216,336.0,1.0,1216.0,1216,55,55,1955.0,0.0,5,0,288.0,75.0,0,0,10050,1.0,0,0,1,0,0,0,1504.0,8546.0,129500
547,5,1344,240.0,1.0,896.0,896,74,60,1936.0,0.0,7,0,0.0,0.0,114,200,6240,0.0,0,448,1,0,0,0,1344.0,4896.0,115000
548,5,1159,288.0,1.0,747.0,747,85,60,1932.0,0.0,5,0,0.0,45.0,0,84,7506,0.0,0,412,1,0,0,0,1159.0,6347.0,114000
549,4,1056,384.0,1.0,1056.0,1056,44,44,1966.0,0.0,5,0,1056.0,0.0,42,0,8900,1.0,0,0,1,0,0,0,2112.0,6788.0,107000
550,5,1216,336.0,1.0,832.0,832,63,60,1947.0,0.0,6,0,442.0,80.0,0,158,8480,0.0,0,384,1,0,0,0,1658.0,6822.0,118500
551,6,1158,208.0,1.0,862.0,950,81,60,1929.0,0.0,5,1,0.0,50.0,0,0,6000,0.0,0,208,1,0,0,0,1158.0,4842.0,120000
552,8,1538,484.0,2.0,1538.0,1538,5,5,2005.0,148.0,7,0,769.0,74.0,40,146,8847,1.0,0,0,0,1,0,0,2307.0,6540.0,260000
553,5,1143,308.0,1.0,1143.0,1143,51,51,1959.0,150.0,6,0,856.0,0.0,0,0,8050,1.0,0,0,1,0,0,0,1999.0,6051.0,136000
554,4,872,480.0,4.0,858.0,872,39,39,1974.0,0.0,5,0,0.0,70.0,0,0,8294,0.0,0,0,1,0,0,0,872.0,7422.0,123000
555,6,1406,0.0,0.0,319.0,1035,90,60,0.0,0.0,6,0,0.0,0.0,144,0,7920,0.0,0,371,1,0,0,0,1406.0,6514.0,89500
556,6,1324,430.0,2.0,1324.0,1324,5,5,2005.0,0.0,6,0,0.0,100.0,23,36,18494,0.0,0,0,0,1,0,0,1324.0,17170.0,199500
557,5,904,408.0,1.0,876.0,904,44,44,1966.0,41.0,6,0,0.0,0.0,0,0,7162,0.0,0,0,1,0,0,0,904.0,6258.0,109900
558,7,2080,282.0,1.0,1276.0,1276,84,6,1926.0,0.0,9,2,0.0,53.0,0,0,10918,0.0,1,804,1,0,0,0,2080.0,8838.0,234000
559,6,848,420.0,2.0,848.0,848,6,6,2004.0,169.0,3,1,662.0,37.0,0,140,4435,1.0,0,0,1,0,0,0,1510.0,2925.0,155900
560,4,1788,304.0,1.0,1104.0,1104,53,21,1957.0,0.0,8,2,0.0,0.0,0,120,11250,1.0,0,684,1,0,0,0,1788.0,9462.0,161500
561,6,1344,525.0,2.0,819.0,1344,52,52,1958.0,541.0,7,1,111.0,0.0,118,0,14375,0.0,0,0,1,0,0,0,1455.0,12920.0,137500
562,5,2256,0.0,0.0,840.0,1128,100,60,0.0,0.0,12,0,0.0,100.0,18,0,9045,0.0,0,1128,0,1,0,0,2256.0,6789.0,76500
563,6,2060,521.0,2.0,1151.0,1164,22,21,1988.0,268.0,8,1,831.0,97.0,228,0,10029,0.0,1,896,0,1,0,0,2891.0,7138.0,211000
564,6,1337,511.0,2.0,1405.0,1337,12,11,1998.0,0.0,5,0,266.0,34.0,68,144,4060,1.0,0,0,0,1,0,0,1603.0,2457.0,181000
565,6,1165,490.0,2.0,1127.0,1165,44,44,1966.0,183.0,6,0,312.0,82.0,129,0,9020,1.0,1,0,1,0,0,0,1477.0,7543.0,174900
566,5,1320,564.0,2.0,1164.0,1320,44,44,1966.0,97.0,6,2,328.0,96.0,68,160,11777,1.0,0,0,1,0,0,0,1648.0,10129.0,164500
567,7,1535,532.0,2.0,1517.0,1535,6,6,2004.0,168.0,7,0,2.0,70.0,0,0,10171,0.0,0,0,0,1,0,0,1537.0,8634.0,214000
568,7,2044,489.0,2.0,738.0,1277,30,22,1980.0,280.0,7,1,0.0,80.0,73,28,10400,0.0,1,767,0,1,0,0,2044.0,8356.0,185000
569,4,1136,336.0,1.0,704.0,624,81,60,1990.0,0.0,6,0,80.0,52.0,365,0,6240,0.0,0,512,1,0,0,0,1216.0,5024.0,123000
570,6,1299,486.0,2.0,1001.0,1299,31,31,1979.0,0.0,5,1,1001.0,0.0,0,84,12150,1.0,0,0,0,1,0,0,2300.0,9850.0,183500
571,8,1441,492.0,2.0,776.0,764,11,10,1999.0,456.0,5,0,0.0,24.0,0,206,2645,0.0,1,677,0,1,0,0,1441.0,1204.0,174000
572,5,1630,649.0,2.0,1073.0,1630,57,57,1953.0,0.0,6,1,587.0,0.0,64,0,22692,0.0,0,0,0,1,0,0,2217.0,20475.0,130000
573,7,1641,546.0,2.0,728.0,832,85,20,1925.0,0.0,6,1,16.0,60.0,0,0,9600,0.0,1,809,1,0,0,0,1657.0,7943.0,178000
574,5,1629,482.0,2.0,928.0,928,13,12,1997.0,0.0,6,1,791.0,74.0,34,212,13830,0.0,1,701,0,1,0,0,2420.0,11410.0,189900
575,6,848,420.0,2.0,848.0,848,7,6,2003.0,170.0,4,0,685.0,0.0,0,140,4435,1.0,0,0,1,0,0,0,1533.0,2902.0,144000
576,6,816,432.0,1.0,816.0,816,80,3,2002.0,0.0,5,0,538.0,0.0,0,0,5890,0.0,0,0,1,0,0,0,1354.0,4536.0,120500
577,5,1097,672.0,2.0,1097.0,1097,16,15,1995.0,0.0,6,0,0.0,112.0,64,392,10859,0.0,1,0,1,0,0,0,1097.0,9762.0,145000
578,8,1652,499.0,2.0,1494.0,1652,10,10,2000.0,0.0,6,0,1196.0,41.0,48,96,5330,1.0,0,0,0,1,0,0,2848.0,2482.0,251000
579,4,1768,0.0,0.0,1768.0,1768,42,42,0.0,0.0,8,0,0.0,72.0,0,0,10778,0.0,0,0,0,1,0,0,1768.0,9010.0,136500
580,4,1152,0.0,0.0,0.0,1152,55,55,0.0,58.0,6,0,0.0,74.0,0,0,6845,0.0,0,0,0,1,0,0,1152.0,5693.0,82500
581,2,810,280.0,1.0,0.0,810,100,60,1975.0,0.0,4,0,0.0,109.0,24,119,21780,0.0,0,0,1,0,0,0,810.0,20970.0,57625
582,7,1358,484.0,2.0,1350.0,1358,3,2,2008.0,176.0,6,1,876.0,80.0,26,192,10307,1.0,0,0,0,1,0,0,2234.0,8073.0,212500
583,6,1216,402.0,2.0,1216.0,1216,12,12,1998.0,116.0,5,0,897.0,32.0,125,0,4500,1.0,0,0,0,1,0,0,2113.0,2387.0,164000
584,6,1638,384.0,1.0,967.0,967,53,53,1957.0,327.0,6,0,0.0,75.0,21,0,9060,0.0,0,671,0,1,0,0,1638.0,7422.0,139000
585,7,1252,462.0,2.0,600.0,624,11,10,1999.0,212.0,4,0,510.0,24.0,48,0,2160,1.0,1,628,0,1,0,0,1762.0,398.0,160000
586,5,883,698.0,2.0,828.0,883,18,17,1998.0,0.0,5,1,718.0,70.0,32,100,7669,1.0,0,0,1,0,0,0,1601.0,6068.0,149000
587,5,874,288.0,1.0,864.0,874,42,42,1968.0,0.0,5,0,510.0,62.0,0,33,9858,1.0,0,0,1,0,0,0,1384.0,8474.0,130000
588,7,1710,480.0,2.0,576.0,902,89,60,1990.0,0.0,9,0,0.0,50.0,11,12,10300,0.0,0,808,0,1,0,0,1710.0,8590.0,140000
589,8,1836,517.0,2.0,1836.0,1836,2,1,2009.0,288.0,8,1,0.0,65.0,175,0,8125,0.0,0,0,0,1,0,0,1836.0,6289.0,264500
590,5,1092,299.0,1.0,1092.0,1092,53,53,1957.0,0.0,6,1,895.0,69.0,0,268,14850,1.0,0,0,1,0,0,0,1987.0,12863.0,141000
591,7,1241,569.0,2.0,1241.0,1241,4,3,2007.0,0.0,4,0,1106.0,35.0,116,0,4274,1.0,1,0,1,0,0,0,2347.0,1927.0,199900
592,6,1334,630.0,2.0,1350.0,1334,33,33,1977.0,360.0,6,1,686.0,80.0,16,0,9650,0.0,0,0,0,1,0,0,2020.0,7630.0,167900
593,6,1429,572.0,2.0,1144.0,1429,50,23,1960.0,85.0,7,2,594.0,0.0,110,216,14585,0.0,0,0,1,0,0,0,2023.0,12562.0,181900
594,8,1566,750.0,2.0,1566.0,1566,2,2,2008.0,36.0,7,0,1078.0,75.0,168,144,9000,1.0,0,0,0,1,0,0,2644.0,6356.0,262500
595,7,2288,520.0,2.0,908.0,1316,33,18,1977.0,283.0,8,2,432.0,0.0,72,321,13774,0.0,2,972,1,0,0,0,2720.0,11054.0,230000
596,9,1709,506.0,2.0,1698.0,1709,11,10,1999.0,60.0,5,1,1238.0,50.0,65,97,5119,1.0,0,0,0,1,0,0,2947.0,2172.0,328900
597,8,1721,554.0,2.0,1721.0,1721,5,5,2005.0,210.0,7,0,119.0,71.0,27,168,9254,1.0,0,0,0,1,0,0,1840.0,7414.0,232698
598,8,1254,810.0,3.0,1254.0,1254,2,2,2008.0,140.0,5,0,872.0,95.0,92,168,10324,1.0,0,0,0,1,0,0,2126.0,8198.0,221800
599,5,1350,627.0,3.0,576.0,864,69,37,1973.0,0.0,6,0,336.0,63.0,0,0,8375,1.0,1,486,1,0,0,0,1686.0,6689.0,152400
600,7,1630,451.0,2.0,1630.0,1630,10,9,2000.0,171.0,6,1,0.0,75.0,234,74,9750,0.0,0,0,0,1,0,0,1630.0,8120.0,213000
601,7,1585,449.0,2.0,784.0,831,5,5,2005.0,96.0,7,0,0.0,74.0,77,100,7632,0.0,1,754,0,1,0,0,1585.0,6047.0,184900
602,5,1336,375.0,1.0,1165.0,1336,57,57,1953.0,56.0,5,2,841.0,90.0,0,0,15750,1.0,0,0,1,0,0,0,2177.0,13573.0,157000
603,5,1211,576.0,2.0,864.0,1211,48,8,1972.0,0.0,6,1,612.0,0.0,0,161,9240,0.0,0,0,1,0,0,0,1823.0,7417.0,144000
604,6,1353,478.0,2.0,1259.0,1353,31,11,1979.0,253.0,5,1,903.0,80.0,141,240,10400,1.0,0,0,0,1,0,0,2256.0,8144.0,192350
605,7,1200,440.0,2.0,1174.0,1200,44,44,1966.0,202.0,6,1,654.0,80.0,0,0,8800,0.0,0,0,0,1,0,0,1854.0,6946.0,163500
606,7,2329,514.0,2.0,1475.0,1532,20,20,1990.0,99.0,10,1,1085.0,86.0,121,192,11839,1.0,1,797,0,1,0,0,3414.0,8425.0,262280
607,7,1536,532.0,2.0,1536.0,1536,8,7,2002.0,113.0,7,0,810.0,70.0,74,192,9135,1.0,0,0,0,1,0,0,2346.0,6789.0,214000
608,6,1811,470.0,2.0,1073.0,1811,54,6,1956.0,0.0,6,1,296.0,90.0,0,0,14115,0.0,0,0,1,0,0,0,2107.0,12008.0,230000
609,7,2172,947.0,3.0,1063.0,1071,4,4,2006.0,350.0,9,1,0.0,109.0,62,192,14154,0.0,1,1101,0,1,0,0,2172.0,11982.0,280000
610,4,1073,720.0,2.0,1073.0,1073,53,30,1985.0,0.0,6,0,967.0,65.0,444,0,6565,1.0,0,0,1,0,0,0,2040.0,4525.0,140000
611,6,1839,442.0,2.0,756.0,1051,44,44,1966.0,351.0,7,1,0.0,70.0,124,0,7700,0.0,1,788,1,0,0,0,1839.0,5861.0,155000
612,3,1020,0.0,0.0,1020.0,1020,92,60,0.0,0.0,5,0,0.0,63.0,0,0,4761,0.0,0,0,1,0,0,0,1020.0,3741.0,64500
613,6,1802,1017.0,4.0,946.0,964,17,17,2000.0,85.0,8,1,860.0,87.0,92,450,12361,0.0,1,838,0,1,0,0,2662.0,9699.0,218000
614,5,1009,576.0,2.0,995.0,1009,33,33,1977.0,51.0,6,1,755.0,72.0,0,0,9720,0.0,0,0,0,1,0,0,1764.0,7956.0,160000
615,8,1338,598.0,2.0,1338.0,1338,3,3,2007.0,0.0,6,0,24.0,72.0,141,0,8640,0.0,0,0,0,1,0,0,1362.0,7278.0,208900
616,5,3820,624.0,2.0,0.0,3820,51,14,1959.0,0.0,11,2,0.0,123.0,372,0,47007,0.0,1,0,0,0,1,0,3820.0,43187.0,284700
617,7,1392,540.0,2.0,689.0,703,3,3,2007.0,0.0,5,0,0.0,30.0,102,0,3180,0.0,0,689,0,1,0,0,1392.0,1788.0,146000
618,8,1288,500.0,2.0,1260.0,1288,14,14,1996.0,0.0,4,2,786.0,38.0,30,120,14963,1.0,1,0,1,0,0,0,2074.0,12889.0,245500
619,6,1013,160.0,1.0,992.0,1013,84,60,1926.0,0.0,6,0,0.0,50.0,0,0,5000,0.0,0,0,1,0,0,0,1013.0,3987.0,113000
620,8,1782,932.0,3.0,1782.0,1782,6,5,2004.0,238.0,7,2,1531.0,129.0,82,99,16870,1.0,0,0,0,1,0,0,3313.0,13557.0,296000
621,9,1922,676.0,3.0,1922.0,1922,5,4,2005.0,200.0,8,1,1249.0,86.0,51,178,14157,1.0,0,0,0,1,0,0,3171.0,10986.0,377426
622,10,1718,786.0,3.0,1700.0,1718,4,3,2008.0,230.0,7,1,1172.0,96.0,48,216,12456,1.0,0,0,0,1,0,0,2890.0,9566.0,337500
623,10,2492,949.0,3.0,2492.0,2492,6,5,2004.0,730.0,8,1,2146.0,100.0,235,226,14836,1.0,1,0,0,1,0,0,4638.0,10198.0,552000
624,4,936,265.0,1.0,624.0,624,62,60,1948.0,0.0,5,0,0.0,56.0,0,0,6956,0.0,0,312,1,0,0,0,936.0,6020.0,97900
625,6,1218,676.0,2.0,1218.0,1218,1,1,2009.0,0.0,4,0,27.0,75.0,102,0,7862,0.0,0,0,0,1,0,0,1245.0,6617.0,208300
626,7,1820,816.0,3.0,910.0,910,14,13,1996.0,0.0,8,1,0.0,0.0,32,318,11050,0.0,1,910,0,1,0,0,1820.0,9230.0,213000
627,7,1724,527.0,2.0,880.0,880,12,11,1998.0,0.0,8,0,0.0,57.0,155,120,8924,0.0,1,844,0,1,0,0,1724.0,7200.0,188000
628,6,1336,488.0,2.0,1121.0,1336,52,52,1958.0,632.0,7,1,203.0,0.0,0,80,9610,0.0,1,0,1,0,0,0,1539.0,8071.0,162000
629,5,1558,282.0,1.0,910.0,910,60,60,1950.0,0.0,6,0,420.0,75.0,0,289,13710,0.0,1,648,1,0,0,0,1978.0,11732.0,152000
630,7,1947,678.0,2.0,991.0,991,6,5,2004.0,0.0,8,1,222.0,100.0,136,0,12552,0.0,1,956,0,1,0,0,2169.0,10383.0,254900
631,7,1657,483.0,2.0,832.0,832,16,15,1994.0,145.0,6,0,537.0,43.0,74,144,14565,0.0,1,825,0,1,0,0,2194.0,12371.0,189000
632,7,2064,550.0,2.0,2048.0,2064,32,32,1978.0,383.0,7,2,1206.0,56.0,0,200,18559,1.0,0,0,0,1,0,0,3270.0,15289.0,235000
633,5,1164,240.0,1.0,1164.0,1164,60,60,1950.0,0.0,5,0,1040.0,68.0,48,0,10880,1.0,0,0,1,0,0,0,2204.0,8676.0,125000
634,7,836,308.0,1.0,836.0,836,35,35,1975.0,0.0,4,0,0.0,24.0,30,0,2280,0.0,0,0,1,0,0,0,836.0,1444.0,120000
635,1,1600,270.0,1.0,0.0,1600,59,59,1951.0,0.0,6,0,0.0,125.0,0,0,31250,0.0,1,0,1,0,0,0,1600.0,29650.0,81500
636,6,816,0.0,0.0,816.0,816,20,20,0.0,104.0,5,0,816.0,81.0,32,0,11841,1.0,0,0,1,0,0,0,1632.0,10209.0,118500
637,9,1766,478.0,3.0,1766.0,1766,1,1,2009.0,162.0,7,1,1121.0,85.0,130,195,9187,1.0,1,0,0,1,0,0,2887.0,6300.0,370878
638,5,2002,871.0,3.0,1001.0,1001,61,60,1949.0,0.0,8,0,284.0,82.0,0,0,6270,0.0,0,1001,0,1,0,0,2286.0,3984.0,145000
639,7,1954,431.0,2.0,798.0,1137,71,4,1939.0,312.0,8,2,341.0,0.0,119,0,15660,0.0,1,817,1,0,0,0,2295.0,13365.0,311500
